word,reading,example,,,level,meaning
懇ろ,ねんごろ,《可愛がってやってくれと、ねんごろに頼まれてしもうたわい！》,,,Pre-2,"kind, courteous, hospitable, warmly respectful"
懇切丁寧,こんせつていねい,阿良々木に 正直に話してしまえばいいんじゃないのか？ お前がこんせつていねいに感情的にならず理論立てて説明すれば それでも嫌がるほどの分からず屋ではないだろう,,,Pre-2,"(an explanation, advice, etc. being) kind, careful, and thorough"
懇願,こんがん,きっと自分のほうから「外に出してくれ」と喚き こんがんするぐらい苦しみますが かまわんよ,,,Pre-2,"entreaty, supplication, petition"
昆虫,こんちゅう,このマフラーは東南アジアに生息するこんちゅう サティポロジア・ビートルのほんのちょっぴりの腸の筋を 3万匹分乾かし 編んで作ったもの,,,Pre-2,"insect, bug"
昆布,こんぶ,海苔とか 巻いてみたらどうかな？ あっ あの お握りじゃないんで じゃあこんぶは？ こんぶ巻きとかあるし 甘すぎかと,,,Pre-2,"kombu (usu. Saccharina japonica), konbu, kelp"
補佐,ほさ,我が騎士 ギルフォードよ ダールトンと共にユフィをほさして欲しい,,,Pre-2,"aid, help, assistance, assistant, counselor"
大佐,たいさ,オーベルシュタインたいさを逮捕しろ 帝国に対して反逆の言質があった 帝国軍人として看過できぬ,,,Pre-2,"colonel, (navy) captain,"
唆す,そそのかす,どうせ リコにそそのかされて行く気になったんだろ,,,Pre-2,"to instigate, to tempt, to entice, to incite"
示唆,しさ,何だかんだいって　あの姉は弟に甘い わざわざ混成接続技を披露して　回答をしさしておったのだからな,,,Pre-2,"suggestion, hint, implication"
詐欺,さぎ,それに ああいう娘がいないとさぎ師としては商売上がったりだ,,,Pre-2,"fraud, swindle, graft, cheating, trick, scam"
詐称,さしょう,《当時の得物と云えば長大なる野太刀が主流であった筈。　 見るに、敵騎の得物は並の太刀……さしょうの可能性も有り》,,,Pre-2,"misrepresentation, false statement"
主宰,しゅさい,帝国政府国務尚書のリヒテンラーデ侯は、帝国さい相代理として閣議をしゅさいしている,,,Pre-2,"supervision, superintendence, chairmanship, chairman"
宰相,さいしょう,あの後 フロイラインがさいしょう閣下にミュラーの寛恕を進言されたのかな？,,,Pre-2,prime minister
栽培,さいばい,この地方ではみかんのさいばいが盛んです。,,,Pre-2,cultivation
盆栽,ぼんさい,「今度日本に帰ったらぼんさいの本を 買ってきてくれない？」とか言うんです ぼんさいですよ 皆さん あの100年かかって 小さな松を作り上げるという  日本でも今 ほんの一部の人しか やってらっしゃらない趣味だと思いますが,,,Pre-2,"bonsai, miniature potted plant"
砕ける,くだける,「容赦のかけらもありゃあせんな。　睾丸が割れるどころか恥骨までくだけて死ぬぞ、今のは」,,,Pre-2,"to break (into pieces), to be broken, to be smashed"
粉砕,ふんさい,できるだけ多くの敵兵を徹底して たたき 敵の戦争継続能力をふんさいする,,,Pre-2,"pulverization, pulverisation, smashing, demolishing"
書斎,しょさい,中尉 どこに置きましょうか？ ああ 奥のしょさいへ運んでよ,,,Pre-2,"study, library, den, home office, reading room"
斎場,さいじょう,青山の葬式のさいじょうがあるじゃないですか  そこで、葬式があったんですけども...,,,Pre-2,funeral hall ceremony site
長崎県,ながさきけん,そのプロが「とっておきの無人島」として紹介したのがながさきけんの無人島。,,,Pre-2,Nagasaki prefecture (Kyushu)
宮崎県,みやざきけん,みやざきけんの幸島という小さな島に お猿さんが住んでいます,,,Pre-2,Miyazaki prefecture (Kyushu)
索引,さくいん,さくいんはたいてい本の後ろについていますよ。,,,Pre-2,index (in a book)
捜索,そうさく,その途中で 佐々山君がね… 結局 全然 別件でそうさく願の出てた 高校教師のアパートからプラスティネーションの樹脂が見つかってね,,,Pre-2,"search (esp. for someone or something missing), manhunt"
傘,かさ,電車にかさを忘れた。,,,Pre-2,umbrella
傘下,さんか,もうご存知かと思いますが ファンゴ ファミリーがわれわれのさんかに入りました,,,Pre-2,"affiliated with, under jurisdiction of, under the umbrella"
桟橋,さんばし,ハボさんの隊 帰ってくるんだって 大さんばしまで迎えに行こう,,,Pre-2,"wharf, bridge, jetty, pier"
継嗣,けいし,私は、努力した。寝ないこともあった。そもそも寝かせてもらえなかった 勉強も、スポーツも、 礼儀作法も、何もかも 優れたことを示し続けなければならなかった 三枝のけいしはかくあれかし 、と――言われるままに,,,Pre-2,"successor, heir, heiress"
選択肢,せんたくし,せんたくしがあるように見せかけて、実は人生、一本道なのかもしれないってな,,,Pre-2,"choices, alternatives, options"
肢体,したい,すわったままではあっても、黒を基調として各処に銀色を配した機能的な軍服が、 すらりと均整のとれたしたいを、よりいっそう精悍にひきしめているのがわかる。,,,Pre-2,"limbs, members, body,"
賜る,たまわる,｢ベーネミュンデ侯爵夫人に死をたまわる｣ ｢格別の慈愛にて自裁をお許しくだされた｣,,,Pre-2,"to be given, to be granted, to be honored with, to be honoured with"
下賜,かし,ローエングラム王朝が開かれて後 最初に完成した戦艦はパーツィバルであったが これをカイザーからかしされる栄誉に預かったのはナイトハルト･ミュラーである,,,Pre-2,"grant, bestowal"
滋養,じよう,「魚介類の方々のじようという最期は勘弁して頂きとうございますねぇ……。　それはさておき湊斗さま」,,,Pre-2,nourishment
国璽,こくじ,閣下 ありました これです これがこくじか,,,Pre-2,the seal of state
御名御璽,ぎょめいぎょじ,ぎょめいぎょじ 平成２６年　１１月２１日　内閣総理大臣　安倍晋三(あべ しんぞう) 以上です,,,Pre-2,"privy seal, imperial seal"
漆,うるし,うるしの絶縁体性能はハンパじゃねえ 鉄の棒に塗りたくれ！,,,Pre-2,"lacquer, varnish"
漆黒,しっこく,光に覆われししっこくよ 夜をまといし爆炎よ,,,Pre-2,jet black
遮る,さえぎる,しかし 何の用かは聞かねばならんな 我が輩の行く手をさえぎる意味を同種の怪異たるお前が分からんはずもなかろうに,,,Pre-2,"to interrupt, to obstruct (a view, someone's way, etc.), to block"
遮断,しゃだん,後方地域がしゃだんされた？,,,Pre-2,"isolation, cut off, blockade, quarantine, interception, deprivation"
蛇,へび,へびがカエルを捕まえたの。,,,Pre-2,"snake serpent, large snake"
蛇口,じゃぐち,彼は水道のじゃぐちをひねったの。,,,Pre-2,"faucet, tap"
鬼が出るか蛇が出るか,おにがでるかじゃがでるか,さて…　鬼が出るかじゃが出るか,,,Pre-2,God only knows what may happen
爵位,しゃくい,全く それに あの小僧 何が侯しゃくだ しゃくいも持たぬ貧乏貴族の小倅が！,,,Pre-2,"peerage, court rank"
伯爵,はくしゃく,こちらはカノン マルティーニはくしゃく シュナイゼル殿下の側近 公私ともにね,,,Pre-2,"count, earl"
情状酌量,じょうじょうしゃくりょう,温情判決が下されるのか じょうじょうしゃくりょうの余地ありか せめて執行猶予くらいは付くものかと僕と火憐は にわかに期待した,,,Pre-2,taking the extenuating circumstances into consideration
晩酌,ばんしゃく,人のばんしゃくのジャマしおって,,,Pre-2,"drink at home with the evening meal, dinner-time drink"
酌み交わす,くみかわす,「では今宵は一献くみかわそう。　 思えば御堂と出会ってからは忙しないこと続きで、そんな暇もなかったが……」,,,Pre-2,to drink together
数珠,じゅず,ほら また逃げてる 楽しいことだけをじゅずのように紡いで 生きていられるはずがないんだよ,,,Pre-2,"rosary, string of prayer beads"
真珠,しんじゅ,母にしんじゅのネックレスをもらいました。,,,Pre-2,pearl
儒教,じゅきょう,だからこそ「政治家には人徳が必要であって、王には人徳が必要で」っていう、 孔子様のじゅきょうの教えにガーッと戻っていくことになるんですけど。,,,Pre-2,Confucianism
囚人,しゅうじん,「……人が呪われているのなら、この希望というやつこそは最後の一筆だと思わないか。　 しゅうじんを拷問台から逃さないための鉄の枷だ」,,,Pre-2,prisoner
虜囚,りょしゅう,惑星ハイネセンにりょしゅうとなった5000余名の政治犯 思想犯の 解放を欲するのであればイゼルローン共和政府 及び革命軍の代表者は ハイネセンに出頭せよというのであった,,,Pre-2,"captive, prisoner,"
郷愁,きょうしゅう,ここに戻ってきてきょうしゅうを感じるとは  つくづく私は地上には向かない人間らしい,,,Pre-2,"nostalgia, homesickness"
哀愁,あいしゅう,「ガキんちょどもとも約束したからな。ライカさんを連れて帰るって。　 あいしゅう漂うヒーローの、切ない最終回なんてベタなオチ、 俺は認めねえ。ラストは笑顔で決め！　さ」,,,Pre-2,"pathos, sorrow, grief"
悪臭,あくしゅう,私の神聖な家にあくしゅうが染みついちゃうわ 出ていって ほら 早く出ていって！,,,Pre-2,"stink, bad odor, bad odour, stench"
臭い,くさい,「ええ。　馬糞くさい少女が公文書を持って来たら怒ると思います」,,,Pre-2,"stinking, smelly,  suspicious, fishy,  clumsy, unskilled"
報酬,ほうしゅう,しかし除霊のほうしゅうとして ここに住んでいいとは太っ腹な大家さんだな,,,Pre-2,"remuneration, recompense, reward, toll"
応酬,おうしゅう,試合は至近距離でのＫＯパンチのおうしゅうになるべ,,,Pre-2,"exchange, reciprocation, give-and-take, return"
醜い,みにくい,みにくい争いはやめましょう。,,,Pre-2,"ugly, unattractive,  unsightly, unseemly"
醜悪,しゅうあく,その歪んだ精神　しゅうあくなる狂気 心の奥底まで魂をディオに売り渡したな,,,Pre-2,"ugly, unsightly, hideous, mean, repulsive, disgraceful"
補充,ほじゅう,「ダイジョブダイジョブ。　さっきの休憩中に食い物ほじゅうしてたし」,,,Pre-2,"replenishment, supplementation, supplement, replacement"
汁,しる,レモンのしるを絞った,,,Pre-2,"juice, sap,  soup, broth"
豚汁,とんじる,ああ とんじるなら もう とっくに出来てる,,,Pre-2,"pork miso soup, miso soup with pork and vegetables"
苦汁,くじゅう,あんたのせいでどれだけくじゅうをなめたか…覚悟しなさい,,,Pre-2,"bitter liquid, bitter experience"
渋滞,じゅうたい,「道がじゅうたいしているようなので」,,,Pre-2,"congestion (e.g. traffic), delay, stagnation"
渋い,しぶい,この柿はしぶいね。,,,Pre-2,"astringent, bitter, puckery, rough, harsh"
苦渋,くじゅう,ただ 彼には親友と殺し合うというくじゅうとは別に 異なる悩みが存在している....,,,Pre-2,"bitterness, distress, pain, anguish, affliction"
銃,じゅう,なぜ 盾とじゅうを捨てる？　バカか,,,Pre-2,"gun, rifle, small arms"
銃把,じゅうは,君たち 監視官と執行官がシビュラの目であるドミネーターのじゅうはを握っている,,,Pre-2,grip of a gun
淑やか,しとやか,礼節のあるしとやかで慎ましく そして凛々しい婦女子を育成することを目指した 武芸でもあります,,,Pre-2,"graceful, ladylike, modest, gentle, polite, quiet, well-mannered"
淑女,しゅくじょ,「大十字様を――どんな社交場に出しても恥ずかしくないような、 立派なしゅくじょに仕立て上げなさい」,,,Pre-2,lady
粛清,しゅくせい,俺は軍務尚書のしゅくせいリストに名を記して 後世 憫笑される死に方をするなど 絶対に耐えられぬ,,,Pre-2,(political) purge
厳粛,げんしゅく,「ならばその結果はげんしゅくに受け止めねばならない。タムラも、タムラに賭けた者も。　 ……まだ勝負はついていないが。ライガー女史は既に受け入れる覚悟を済ませたようだ」,,,Pre-2,"grave, solemn, serious,  harsh (e.g. truth), hard, strict"
塾,じゅく,もう六時半になるわよ‌ 今日はじゅくの日でしょ？‌,,,Pre-2,"coaching school, cramming school, juku"
俊足,しゅんそく,「その直前、射出口から爆装したＳＴ-〇九が出撃。　 しゅんそくに物を言わせて立ちどころに普陀楽城上空へ到達」,,,Pre-2,"fast runner swift horse, fleet steed,  talented person"
俊敏,しゅんびん,火力としゅんびん性を誇る魔導師は敵兵力を狩るのに理想的な兵科です,,,Pre-2,"quick-witted and agile, keen and nimble"
批准,ひじゅん,つまり この合集国憲章をひじゅんすることで 我が国に匹敵する巨大な連合国家が誕生する というわけですね,,,Pre-2,ratification
循環,じゅんかん,市内をじゅんかんバスが走っています,,,Pre-2,"circulation, rotation, cycle, loop"
殉教,じゅんきょう,我らが神に祈れば 必ずや願いは かなう！ でなければ ２人してじゅんきょうだ！,,,Pre-2,martyrdom
殉職,じゅんしょく,やっぱり 刑事は取調室でカツ丼を食べ じゅんしょくで終わることを義務づけねばならんな マジですか？,,,Pre-2,"dying at one's post, being killed in the line of duty"
庶民,しょみん,だが どれほど高い地位に就こうとも友人と会うことすらままならぬでは 一しょみんにも劣るではないか,,,Pre-2,"common people, ordinary people, masses"
庶子,しょし,帝国暦三九八年、宇宙暦七〇七年に即位した皇帝マンフレート二世は、 先帝ヘルムートの数多いしょしのひとりで、暗殺者の手をのがれて幼少時を自由惑星同盟国内で すごしたという経歴をもっており、リベラルな空気のなかで育っていた。,,,Pre-2,illegitimate child
一緒,いっしょ,いっしょに帰りましょう。,,,Pre-2,"together at the same time same, identical,"
情緒,じょうちょ,はい 彼のじょうちょは大変 不安定です 今 ここに立つことが良策とは思えません,,,Pre-2,"emotion, feeling,  atmosphere, mood, spirit"
内緒,ないしょ,ううん お姉ちゃんは…おっと これは秘密なんだっけ 秘密？ ないしょという意味だよ,,,Pre-2,"secrecy, confidentiality, privacy, secret,  one's circumstances (esp. fiscal)"
叙情,じょじょう,「じょじょう的に過ぎるとは自分も思います」,,,Pre-2,"lyricism, description of one's feelings"
償う,つぐなう,ならば かつてだました純情な娘である戦場ヶ原に つぐないをしようという気持ちを元にすれば どうだ？ ライバルではなく旧知の間柄として,,,Pre-2,"to make up for, to compensate for, to indemnify"
補償,ほしょう,投資会社が損失をほしょうしてくれた,,,Pre-2,"compensation, reparation"
賠償,ばいしょう,元ベータテスターが面倒を見なかったから...ビギナーがたくさん死んだ その責任を取って 謝罪 ばいしょうしろ ということだな？,,,Pre-2,"compensation, reparations, indemnity, damages"
升,ます,靴 脱ぐんですか？ おう！ます席って言うんだ,,,Pre-2,"measuring container, measure,  box (seating at a theatre, etc.) square on a grid, cell of a grid"
一升瓶,いっしょうびん,俺は 何日かに１度の割合で いっしょうびんを提げて 神社へと向かった,,,Pre-2,1 sho bottle (1.8 litres)
奨学金,しょうがくきん,「あれなぁ。皆守人格じゃなくて私人格だったら給付型しょうがくきんで行けたのにぃ」,,,Pre-2,"scholarship, stipend, bursary,  student loan"
奨励,しょうれい,多産がしょうれいされて人口も増加し、国家体制がととのい、農工生産力は増大の一途をたどった。,,,Pre-2,"encouragement, promotion, inducement, incitement, stimulation"
今宵,こよい,「……貰うのはこちらだ、垣見。　 その皺首を肴に旨い酒を飲めるこよいが、今から楽しみでならぬ」,,,Pre-2,"this evening, tonight"
尚更,なおさら,ましてやその六枝をそなたの手で殺しておるというのならなおさらだ,,,Pre-2,"still more, even more, all the more,  still less, even less"
和尚,おしょう,「……金神祭詞か？　浄土宗の寺で唱うようなものでもあるまいに。おしょうは何も言わんのか」,,,Pre-2,preceptor or high priest
高尚,こうしょう,貴様らフェザーンの俗物どもに  私のこうしょうな文学が分かってたまるか,,,Pre-2,"high, noble, refined, advanced"
表彰,ひょうしょう,もっとも、「犯罪を減らした功績を讃えて、キラをひょうしょうしよう」なんて続いたら、 問題発言になったかもしれんがな,,,Pre-2,"public acknowledgment, public acknowledgement, public recognition"
顕彰,けんしょう,戦没者をけんしょうする,,,Pre-2,"honouring (publicly), honoring, making someone's good deeds or achievements well-known"
抄本,しょうほん,戸籍謄本もしょうほんもですか？何種類もあるの？ 謄本とかしょうほんって何の違いがあるの？,,,Pre-2,"excerpt, abridgment, book of selections"
渉外,しょうがい,「申し遅れましたが、私はオーリガ。〝武帝〟のしょうがい担当です」,,,Pre-2,"public relations, client liaison, client relations"
干渉,かんしょう,部外者がかんしょうすることはできません,,,Pre-2,"interference, intervention, meddling"
症状,しょうじょう,火憐ちゃんの そのしょうじょうはどうやって治めればいいのか… だ,,,Pre-2,"symptoms, condition (of a patient)"
炎症,えんしょう,熱はないようだが足の患部の腫れは化膿性のえんしょう     いっちまってるね,,,Pre-2,"inflammation, irritation"
硝酸,しょうさん,蝙蝠のフンから生まれた奇跡の水 しょうさんだ 何!?　しょうさんか！,,,Pre-2,nitric acid
硝煙,しょうえん,いまだ血としょうえんのにおいは鼻の奥から消えないが 私は今…喜々として学問に励んでいる,,,Pre-2,gunpowder smoke
暗礁,あんしょう,でも 潮の流れが速い しかも あちこちにあんしょうが…,,,Pre-2,"reef, sunken rock,  unforeseen difficulty"
漁礁,ぎょしょう,小銃向けたのなら、 ぎょしょうひとつ増やしても良かったんじや無いですか?,,,Pre-2,"fish reef, reef where fish live and breed"
発祥,はっしょう,「でも七夕は近いんじゃないかな……あれだったら中国がはっしょうで、 台湾、ベトナム、大韓民国とかでも行われてる祭りだしね……」,,,Pre-2,origin appearance of auspicious omen
不祥,ふしょう,官僚のふしょう事がまた発覚した,,,Pre-2,"disgraceful, inauspicious, ill-omened, ominous, scandalous"
化粧,けしょう,彼女はけしょうが上手い。,,,Pre-2,"make-up, makeup, cosmetics"
肖る,あやかる,自治権か かつて帝国内で自治権を確保した フェザーン人たちの英知と機略にあやかりたいものだ,,,Pre-2,"to share (someone's) good luck, to follow (someone's) example, to enjoy the same benefits"
肖像,しょうぞう,いかがですかな ブラウンシュヴァイク公 いや驚いた 噂には聞いておったがこのように神々しいﾙﾄﾞﾙﾌ大帝のしょうぞう画は見たことがなかった,,,Pre-2,"portrait, likeness, picture,"
訴訟,そしょう,ところで ペクニッツ子爵ですが 象牙細工の代金が一部 未払いなままだそうで 商人から民事そしょうを起こされています  どう処置いたしましょう？ 金額は？ ７万5000帝国マルクです 和解させろ,,,Pre-2,"litigation, lawsuit"
詔勅,しょうちょく,理念に反するようなしょうちょく 法令 憲法は これを排除するという風に書いては明確に書いてあるんですね,,,Pre-2,"imperial edict, decree"
詔書,しょうしょ,1945年8月に昭和天皇が発表した「終戦のしょうしょ」,,,Pre-2,"imperial edict, decree"
剰え,あまつさえ,あまつさえそのために十分な包囲網を敷けず 敵の脱出を許す結果となった,,,Pre-2,"besides, moreover, in addition"
余剰,よじょう,ビッテンフェルトに伝えよ ｢我によじょう戦力なし｣｢現有戦力をもって部署を死守し武人としての職責を全うせよ｣と,,,Pre-2,"surplus, remainder, residue, margin, balance"
土壌,どじょう,逆説的ではありますがね 最良の民主政治を生み出すどじょうとしては 最悪の民主政治と 最良の専制政治 どちらが適しているんでしょうね,,,Pre-2,"soil breeding ground, fertile ground (for), foundation"
天壌無窮,てんじょうむきゅう,悪いけど てんじょうむきゅうの一文無し,,,Pre-2,as eternal as heaven and earth
洗浄,せんじょう,「いや……だからこそでもある。　ＧＨＱ内のせんじょうが済むまでは、 勝利しても誰の勝利になるやら知れたものではないからね」,,,Pre-2,"washing, cleansing, cleaning, laundering"
浄土,じょうど,《極楽じょうどへ旅立つところであった！》,,,Pre-2,"pure land, paradise,  Pure Land Buddhism"
醸す,かもす,やつがかもし出している どす黒い雰囲気は依然として遠くならない,,,Pre-2,"to brew (sake, etc.) to cause, to bring on, to bring about"
醸成,じょうせい,虐殺行為が行われ 個体数が減り食糧の確保が安定する そのために 虐殺を許容するムードをじょうせいし 良心をマスキングすることは むしろ個の生存にはプラスとなる,,,Pre-2,"brew, foment, breed"
醸造,じょうぞう,「そうか。なら手土産は友島屋の鳩サブレー、一二枚セットで頼む。 あと山倉じょうぞうの『公暁』を一瓶。　おそらく造作を掛けることはなかろうが」,,,Pre-2,"brewing, distillation"
唇,くちびる,寒くてくちびるが青くなってしまった。,,,Pre-2,lips
読唇術,どくしんじゅつ,機械のどくしんじゅつ精度が人間を遙かに上回る,,,Pre-2,lip reading
妊娠,にんしん,彼女がにんしんしたそうです。,,,Pre-2,"conception, pregnancy"
紳士,しんし,「ＨＥＮＴＡＩコンビじゃねえ。僕たちは、ＨＥＮＴＡＩしんしコンビだ！」,,,Pre-2,gentleman
診る,みる,今日、医者にみてもらいました。,,,Pre-2,to examine (medically)
診察,しんさつ,今日、病院でしんさつしてもらったの。,,,Pre-2,medical examination
触診,しょくしん,ところで 八九寺 本当に大丈夫か？ 今 しょくしんした感じだと 大事なさそうだが 医者ですか あなたは,,,Pre-2,palpation
白刃,しらは,そう 宇宙の恥さらし 平和と統一の敵　血迷った反逆者 首に縄を掛けて しらはの上でダンスしている血まみれのピエロ,,,Pre-2,a naked drawn sword
甚だしい,はなはだしい,「その薄い勝算を濃くするために自分が求められているのなら、 中佐殿……お眼鏡違いもはなはだしいと答えるほかありませんが」,,,Pre-2,"extreme, excessive, terrible, intense, severe, serious"
甚大,じんだい,このままでは現場の部隊にじんだいな負担を及ぼすばかりかと,,,Pre-2,"very great, enormous, serious"
迅速,じんそく,双方の総指揮官が互角の力量を有し 互いの戦術展開を的確に洞察して じんそくに対応するため いわゆる千日手の様相を示しつつあった,,,Pre-2,"quick, fast, rapid, swift, prompt, streamlined, expedited"
疾風迅雷,しっぷうじんらい,「あの『しっぷうじんらいのナイトハルト』まで出張ってきたらしいけど、結局見つからなかったんだって」,,,Pre-2,with lightning speed
酢,す,ところがその香水は、どうもすのような匂いがするのでした。,,,Pre-2,vinegar
元帥,げんすい,来年まで生きてれば 将官 再来年なら げんすいも夢ではありませんね,,,Pre-2,"(field) marshal, (fleet) admiral, general of the army,"
総帥,そうすい,「だが、蛇紋を率いていたそうすいと呼ばれる　者だけは最後まで見つからなかったらしい」,,,Pre-2,"commander-in-chief, leader, head of a group of companies"
微睡む,まどろむ,たとえその宝を持つのが辛く苦しくても あの暗いまどろみには戻らい,,,Pre-2,to doze (off)
睡眠,すいみん,1日7時間はすいみんを取るようにしています。,,,Pre-2,sleep
睡魔,すいま,あ　すいません　これでも居眠りしないように頑張って意識集中してるんですけど～ ほぉ でも先生、奴らは来るんです、すいまって奴は,,,Pre-2,"sleepiness, drowsiness,  the sandman"
崇める,あがめる,いや お前の性格からしてよ ただあがめ奉られるのをよしとするってタイプじゃねえだろ お前は,,,Pre-2,"to revere, to respect, to worship"
崇拝,すうはい,私はアクア アクシズ教団がすうはいする水をつかさどる女神,,,Pre-2,"worship, adoration, admiration, cult"
崇高,すうこう,そうだな 約束を守るのは とても大切なことだ すうこうと言っても いいかもしれない,,,Pre-2,"lofty, sublime, noble"
中枢,ちゅうすう,「運命の螺旋のちゅうすう。総ての時と空間を繋ぐ詩に乗せて」,,,Pre-2,"centre, center, pivot, mainstay, nucleus, backbone"
枢軸,すうじく,合衆国連合はブリタニアに対抗するためのすうじくとなる,,,Pre-2,"axle, pivot"
据える,すえる,実績なき者の大言壮語を戦略の基幹にすえるわけにはいかぬ,,,Pre-2,"to place (in position), to fix, to set (e.g. table), to lay"
畝,うね,畑を鋤いてうねにする,,,Pre-2,"ridge (in field), row of raised earth when planting crops,  rib"
誓う,ちかう,そうちかうなら 私もお前を咎めるまい,,,Pre-2,"to swear, to vow, to take an oath, to pledge,"
誓約,せいやく,だが なればこそ俺は戦う お前とのせいやくを守るため そして この胸の渇きを癒やす 何かを得るため,,,Pre-2,"written vow, pledge, covenant"
宣誓,せんせい,では… 森の管理者として 私 トレイニーがせんせいします リムル様を ジュラの大森林の新たなる盟主として認め…,,,Pre-2,"oath, abjuration, pledge"
急逝,きゅうせい,ヤン･ウェンリーのきゅうせいがその促進と遅延といずれに貢献するか  予測し得る者は生者のうちに存在しなかった,,,Pre-2,sudden death
逝去,せいきょ,ベーネミュンデ侯爵夫人は ただ今 ごせいきょされました,,,Pre-2,death
一斉,いっせい,全車両 いっせい攻撃！,,,Pre-2,"simultaneous, all at once,"
斉射,せいしゃ,各中隊は 少佐殿に合わせて せいしゃせよ！,,,Pre-2,"volley, fusillade"
分析,ぶんせき,《現状では不可能である。　真改の旋回性は村正に比肩し得るとぶんせきされるも、 現在は蓄積した損傷のため性能発揮に支障が生じている》,,,Pre-2,analysis
解析,かいせき,コンピューターかいせきでは ９９％　合致するという値が出たよ。,,,Pre-2,"analysis, analytical study,  parsing"
拙い,つたない,つたない連携は混乱を招くだけだ 私は一人で十分。,,,Pre-2,"poor-quality, shoddy, crude,  unskillful, inexpert, maladroit"
拙速,せっそく,「策を弄し過ぎたのではなくて？　足利護氏の急な死は確かに、 進駐軍の大和政策を巧遅からせっそくへと振り向ける危険性を持っていましたけど――」,,,Pre-2,"rough-and-ready, knocked-up, hasty, slipshod, slapdash"
稚拙,ちせつ,ちせつな放出系攻撃でも 大ダメージを受けたはずだ。,,,Pre-2,"unskillful, childish, immature, naive, artless"
窃盗,せっとう,あっ！ 俺の財布 これがせっとうスキルのスティール 成功すれば相手の持ち物を奪い取ることができる,,,Pre-2,"theft, stealing, larceny"
仙人,せんにん,僕はこれでもせんにんだからね 基本的に俗世からは離れている,,,Pre-2,"immortal mountain wizard (in Taoism), mountain man"
仙薬,せんやく,行商の方が万病に効くせんやくだと勧めてくれたんです… すごく高かったんですけど、身体を治すために…飲んだ瞬間に身体がピリピリして、 調子がよくなったと思っ…げほっげほげほげほっ！,,,Pre-2,"panacea, elixir (of life),"
元栓,もとせん,しかも 差し込むも何も鍵なんて 最初からかかっていないんだ ただのもとせんだ,,,Pre-2,"stopcock (gas, water)"
栓,せん,せ… せんを抜かないコーラじゃ 毒は入れられねえ,,,Pre-2,"stopper, cork, stopcock"
旋風,せんぷう,しかし 一部地域のみ  蜃気楼やせんぷうの心配が必要です,,,Pre-2,"whirlwind sensation, commotion, hullabaloo"
旋律,せんりつ,何て心音なの…すさまじい怒りのせんりつ,,,Pre-2,"melody, tune"
繊維,せんい,「おそらく……　あの電線は強靭な鍛鉄せんいで出来ていて、 騎体の動きに合わせて地表を切り裂きながら移動しているのでしょう」,,,Pre-2,"fibre, fiber, textile"
繊細,せんさい,おっと、危ない。キミの柔肌に傷がついてしまうよ。 女の子はせんさいで傷つきやすい。ボクに手当てができるなら教えてほしいな。,,,Pre-2,"dainty, delicate (e.g. fingers), fine, slim,  sensitive"
推薦,すいせん,あなたにある仕事を頼みたいの それがもし成功したら あなたをすいせんしますわ,,,Pre-2,"recommendation, referral, endorsement"
自薦,じせん,「エントリー条件には『じせん・他せんを問わず』とあるけど、 もちろん本人の合意が大前提だ。小木曽が嫌だったら、エントリーは取り消す」,,,Pre-2,self-recommendation
実践,じっせん,ですがｶｲｻﾞｰ･ﾗｲﾝﾊﾙﾄの人生はまさに そのじっせんだったのではないかと思います,,,Pre-2,"practice, putting into practice, implementation,  praxis (philosophy)"
遷都,せんと,帝国首と建設長官としてフェザーンへのせんとを実現せよ せんと… なるほど,,,Pre-2,"relocation of the capital, transfer of the capital"
遷座,せんざ,「日本橋魚河岸の守護神として創建され、 半田明神にせんざなさった、由緒正しき神様でございます」,,,Pre-2,"relocation of a shrine, transfer of an object of worship"
左遷,させん,私はさせんされた身ですよ あなた方と同じように くっ…,,,Pre-2,"demotion, relegation, reduction in rank"
漸く,ようやく,ようやく見付けたぞ 逃げおおせるとでも思っていたか,,,Pre-2,"finally, at last,  barely, narrowly, hardly, only just,  gradually"
禅,ぜん,「何だ、そのぜん問答は」,,,Pre-2,dhyana (profound meditation) Zen (Buddhism)
座禅,ざぜん,ざぜんは集中力を養う,,,Pre-2,"zazen (seated Zen meditation, usu. in a cross-legged position)"
塑像,そぞう,平安時代のお金とともに，奈良時代のそぞうが出土しました。,,,Pre-2,earthen image
彫塑,ちょうそ,その後、美術部の展覧会に出品する作品とかでちょうそを石膏取りした 首像の作品をよく展覧会に出品したりしていました。,,,Pre-2,"carving, engraving,  clay model plastic art"
疎んじる,うとんじる,…そうだ。最近は、お前のことをそこまでうとんじていない。,,,Pre-2,"to shun, to avoid, to ostracize, to neglect, to distance oneself from"
疎か,おろそか,「心配するなとは言わないけど、他人のことばかり気にしてると自分が おろそかになるんじゃない？　これでも俺、そっちの心配もしてるんだから」,,,Pre-2,"negligent, neglectful, careless"
疎い,うとい,あっ レンズは あっち向けてね うち 機械にはうといのん,,,Pre-2,"distant, estranged, disinterested,  poorly informed, unfamiliar"
疎遠,そえん,親父さんの葬式以来だから 16年… いや 17年になるかな えらくそえんな無二の親友もいたもんだ,,,Pre-2,"estrangement, alienation, neglecting to stay in contact"
疎外,そがい,でも槙島は違った やつが覚えたのはおそらくそがい感です,,,Pre-2,"estrangement, neglect, alienation,  casting out, ostracism"
