word,reading,example,,,level,meaning
施設,しせつ,そのホテルにはレジャーしせつがたくさんある。,,,3,"institution, establishment, facility"
実施,じっし,現在、スペシャルキャンペーンをじっし中です。,,,3,"enforcement, implementation, putting into practice"
福祉,ふくし,「はははは、なんだよそりゃ？　ふくしの対象内となるのが人生かよ」,,,3,"welfare, well-being, social welfare, social security"
諮る,はかる,それでは大本営に行ってくる 親征の件をミッターマイヤーらにはからねばならぬからな,,,3,"to consult with, to discuss, to confer, to deliberate"
諮問,しもん,非合理にすぎたからではない。しもんをうけた当時の財務卿クレーフェが、うやうやしくひとつの資料を皇帝に提出したのである。,,,3,"consultation, question, enquiry, inquiry"
侍,さむらい,「しかし、村を治める領主は勇敢なさむらいでした。　 村を守るため、敢然と鬼に立ち向かったのです」,,,3,"warrior, samurai"
侍従,じじゅう,このことは構えて 他言無用に願いますぞ じじゅう殿 は… はあ,,,3,chamberlain
侍る,はべる,監視者としてはべれということか,,,3,"to wait upon, to serve"
慈しむ,いつくしむ,人間は力だけでは統率できない。敬い、いつくしむ心があるからこそ統率が出来るのだ。,,,3,"to love (someone weaker than oneself), to be affectionate towards"
慈悲,じひ,「じひなど要らない！　安息も、赦免も、欺瞞も逃避も、お断りだ……！」,,,3,"mercy, compassion, clemency"
慈善,じぜん,“こいつ眼鏡 壊れちゃって”って言えば どっから どう見てもじぜん事業だし,,,3,"charity, philanthropy"
軸,じく,「骨」が肉体を支えているように 物事の大事なじくであるという意味になる。,,,3,"axis, shaft, axle"
湿る,しめる,洗濯物がまだしめっています。,,,3,"to become damp, to become moist"
湿度,しつど,日本の夏はしつどが高いです。,,,3,level of humidity
湿気,しっけ,この部屋は暗くてしっけが多いね。,,,3,"moisture, humidity, dampness"
疾走,しっそう,街や草原をしっそうする彼らは大陸を渡り 海を越え 最後には人知れぬ秘境の奥で 誰にも食べられず ひっそりと息を引き取るといわれているわ,,,3,"sprint, dash, scampering"
疾病,しっぺい,サイコハザードは 精神のしっぺいだ,,,3,"illness, disease"
容赦,ようしゃ,「…………ごっ、ご無礼致しました……！　平にごようしゃを」,,,3,"pardon, forgiveness, tolerance"
恩赦,おんしゃ,これから行われるのは一方的な惨殺さ。 試験もおんしゃも　俺には興味がない。,,,3,"amnesty, pardon"
邪,よこしま,よこしまな密猟者や略奪を生業とする犯罪者を 捕らえることはハンターの基本活動。,,,3,"wicked, evil"
邪魔,じゃま,おじゃましますん  いらっしゃい 今日は何か大人数だな,,,3,"hindrance, obstacle, nuisance"
殊に,ことに,ロックはことに若者に人気だ。,,,3,"especially, particularly, unusually"
特殊,とくしゅ,血鬼術というとくしゅな術を使う鬼は異能の鬼だ,,,3,"special, particular, peculiar, unique"
寿,ことぶき,つまり うちのパーティーから—攻撃が当たらないクルセイダーが  ことぶき退社するということだ！,,,3,"congratulations, felicitations, best wishes  longevity, long life"
寿命,じゅみょう,亀のじゅみょうは長いんだ。,,,3,life span
潤い,うるおい,このクリームは肌のうるおいを保ちます,,,3,"moisture, damp, wetness"
利潤,りじゅん,「ビジネスはりじゅんを追求するものだ」,,,3,"profit, returns"
潤滑油,じゅんかつゆ,じゅんかつゆも変えなきゃ　動きが鈍るし,,,3,"lubricating oil, lubricant, lube"
遵守,じゅんしゅ,いかなる相手にでも命令を下せる 絶対じゅんしゅの力,,,3,"observance (of laws, rules, etc.), adherence, obeying, following"
徐ろに,おもむろに,そして互いが買ったパンについて しばし談笑したあと...笹原先輩が 笹原先輩が？ おもむろに服を脱ぐ,,,3,"suddenly, abruptly deliberately, slowly, gently"
徐行,じょこう,この先はじょこうして下さい。,,,3,going slowly
師匠,ししょう,う～ん 買い物に熱中してるんじゃないかな？ ししょう 凝り性だしな,,,3,"master, teacher"
刀匠,とうしょう,グリムロック…聞いたことねえな 少なくとも一線級のとうしょうじゃねえ それに武器自体も特に変わったことはない,,,3,swordsmith
掌,てのひら,「さてだ、この押し合いっつーか押しきりの間、大男のてのひらが 受けていた力と少年のてのひらとで受けていた力、どのくらいの比率で違っていただろう？」,,,3,palm (of one's hand)
車掌,しゃしょう,しゃしょうさんが車内を回って来たよ。,,,3,(train) conductor
掌握,しょうあく,利用できるものはすべて利用する 私が大総統の地位に就いて 軍事の全権をしょうあくするまではね,,,3,"grasping, seizing, holding, commanding"
上昇,じょうしょう,メーンエンジン パワー臨界じょうしょう！ 面かじ いっぱい！,,,3,"rising, ascending, climbing"
昇進,しょうしん,彼のしょうしんは確かだ。,,,3,"promotion, advancement, rising in rank"
結晶,けっしょう,「良かろう！　刮目して見よ！　我輩の、威風堂々たる理論のけっしょうを！」,,,3,"crystal, crystallization, crystallisation"
液晶,えきしょう,「いりません。俺は懐古厨ではないのでね。買うならえきしょうテレビを買いますよ」,,,3,liquid crystal
焦げる,こげる,シチューがこげたよー。,,,3,"to burn, to scorch, to char, to singe"
焦点,しょうてん,しょうてんを絞って話しましょう。,,,3,"focus (e.g. photographic), focal point"
衝突,しょうとつ,海上でしょうとつ事故が発生した。,,,3,"collision, crash, running into"
衝撃,しょうげき,あっ あかりがあまりのしょうげきで白目むいてる,,,3,"shock, impact, crash"
鐘,かね,「あー、なんか三時限目の終わりのかねが鳴ってますなぁ……」,,,3,"bell (often a large hanging bell), chime"
警鐘,けいしょう,妾は外なる世界からこの世界を侵略せんとする邪神達の存在を人類にけいしょうする為に生を受けたのだ,,,3,"alarm bell, fire bell warning"
冗談,じょうだん,こんなときに何のじょうだんだ　忍野 じょうだんじゃなくてしょうだんだよ　阿良々木くん,,,3,"jest, joke, funny story"
嬢,じょう,「はい。まったくでございます。　湊斗さま、大恩ある方とはいえ おじょうさまを忘恩無恥の輩に貶めるが如きはどうかご遠慮願わしゅう存じます」,,,3,"unmarried woman, Miss"
譲る,ゆずる,ここで先頭をゆずるとはな。,,,3,"to hand over, to transfer, to turn over, to assign"
譲歩,じょうほ,今回のじょうほを引き出したのは我らの抵抗活動の成果だ恥じる事はない,,,3,"concession, conciliation, compromise"
手錠,てじょう,ジョジョ せめて君の手でてじょうをかけてほしい,,,3,"handcuffs, manacles"
錠剤,じょうざい,まずこのじょうざいは -皆さんもご存知だと思うんですけども- １ヶ月に1回飼い主さんからワンちゃんに 投与する -食べさせる、飲ませる- ことによってフィラリアが寄生するのを予防します,,,3,"pill, lozenge, tablet"
嘱望,しょくぼう,青コーナーより 挑戦者が入場 新人時代 類を見ないカウンターで将来をしょくぼうされていましたが トーナメントで敗退 その後１年以上も日本ボクシング界から姿を消していました,,,3,"(having great) expectation, pinning one's hopes on"
嘱託,しょくたく,時々辞書の監修をお願いしている先生としょくたくの方がいらっしゃるわ 時々…,,,3,"commission, entrusting with (work)"
辱める,はずかしめる,大変ですよ 今 お客様の頭の中で 鄙猥なはずかしめを受けています 姉様が,,,3,"to put to shame, to humiliate"
雪辱,せつじょく,私の素晴らしきせつじょく！,,,3,"vindication of honour, vindication of honor, making up for loss"
屈辱,くつじょく,ふざけるなよ 卑怯者！ 敗北したなら くつじょくに身をよじれ 悔恨の涙を流してみせろ！,,,3,"disgrace, humiliation"
伸びる,のびる,「ほれ、この袖口が、だらんとしているところがポイント。あとは裾からのびる白い脚」,,,3,"to stretch, to extend, to lengthen, to grow"
伸縮,しんしゅく,腕の動かし方の間題たと思うんだよね。 槍の軌跡と筋肉のしんしゅくを計算して・・・,,,3,"expansion and contraction, elasticity, flexibility"
審判,しんぱん,しんぱんは常に公平であるべきだ,,,3,"refereeing, trial, judgement, judgment"
不審者,ふしんしゃ,副指令 ふしんしゃを捕らえました 学生か？　なら逃がしてやれ,,,3,suspicious person
辛い,からい,賞品は 温泉旅行であった 世知がらい世の中の垢を洗い落とし 心身共にリフレッシュすべく...,,,3,"spicy, hot"
辛抱,しんぼう,だから もう少し…もう少しのしんぼうだ！,,,3,"patience, endurance"
香辛料,こうしんりょう,僕がこうしんりょうを作る魔法を覚えていれば 別なんだろうけど,,,3,"spice, spices, condiment"
炊く,たく,母は毎朝ご飯をたく。,,,3,"to cook (grains, e.g. rice)"
炊事,すいじ,くそ…　殺し屋なのに来る日も来る日もすいじかよ！,,,3,"cooking, kitchen work"
純粋,じゅんすい,「劒冑鍛造という過程を経ずに……　濃密な光水を浴びれば…… このように……じゅんすいに神の一部となるのだ」,,,3,"pure, true, genuine, unmixed"
粋,いき,「すごい、神様のいきな計らいって事だよ」,,,3,"chic, smart, stylish, tasteful"
抜粋,ばっすい,1888年12月４日付 ロンドン･プレス紙よりばっすい 山あいの小さな町 ウインドナイツロットで 一夜にして 人口452人のうち 73名が行方不明となる,,,3,"extract, excerpt, selection"
衰える,おとろえる,年と共に体力がおとろえています。,,,3,"to become weak, to decline, to wear, to abate, to decay"
老衰,ろうすい,私は自分の人生の終幕をろうすい死と決めているのです,,,3,"senility, senile decay, infirmity (through age)"
遂げる,とげる,あの人は一度やると決意したら 必ずやりとげる人です,,,3,"to accomplish, to achieve, to carry out"
遂に,ついに,「長年の謎がついに氷解した！　こんなにも簡単に！　ああ、ハレールーヤー！」,,,3,"finally, at last"
未遂,みすい,ちなみに ハートアンダーブレードは自殺みすいを経験したのちに 行方をくらましていて 僕はそれを捜している最中だ,,,3,"failed attempt (at a crime, suicide, etc.)"
遂行,すいこう,命を捨てても任務をすいこうする 私の部下なら当たり前の事,,,3,"accomplishment, execution"
酔う,よう,俺たちは 魔王軍幹部 悪魔バニルを倒すことができた だが 勝利の美酒にようことはできなかった,,,3,"to get drunk, to become intoxicated"
随伴,ずいはん,とは言っても 俺も探窟にずいはんしたことは殆ど無い,,,3,"attendance, accompanying, following"
随員,ずいいん,卿に余の主席ずいいんたるを命ずる 出立の準備をせよ 御意,,,3,"member of an entourage or retinue or party, attendant"
随一,ずいいち,我は紅魔族の者にして この街ずいいちの魔法使い,,,3,"best, greatest, first"
神髄,しんずい,虚刀流のしんずいを手っ取り早く見せてもらおうと思ってな  しかし 慣れぬことはせんものだ わたしは奇策士であって剣士ではない,,,3,"essence, quintessence, spirit, soul"
精髄,せいずい,多様な政治的価値観の共存こそが民主主義のせいずいですよ そうではありませんか？,,,3,"essence, kernel, spirit, pith"
瀬戸,せと,二人は玄関に立ちました。玄関は白いせとの煉瓦で組んで、実に立派なもんです。,,,3,"strait, channel"
立つ瀬,たつせ,「はははっ、手厳しい。それを言われるとたつせがないな」,,,3,"predicament, one's ground, one's position"
請う,こう,こちら フェアリー08 聞き取れなかった 再度の通信をこう,,,3,"to beg, to ask, to request, to invite"
申請,しんせい,これからパスポートのしんせいに行きます。,,,3,"application, request, petition"
隻,せき,哨戒ラインの 他の船はどうだ？ 同じです、３せきとも反応がありません,,,3,counter for ships (large boats)
隻眼,せきがん,んん？　ああ あのせきがんの そういやあ 妙な弓を持ってやがったなあ,,,3,one ey
惜しい,おしい,おしい、もう少しで優勝だった。,,,3,"regrettable, disappointing, unfortunate"
惜敗,せきはい,私、一昨日のせきはい、かなり根に持ってるからね~!,,,3,"regrettable defeat, defeat by a narrow margin"
排斥,はいせき,まず 初めに 善と悪といった 相対的な価値観をはいせきすることで 絶対的なシステムが確立されるのです,,,3,"rejection, expulsion, boycott, ostracism"
斥候,せっこう,か… 壁の上にいた３人以外のせっこうが存在して いや もっと大勢の敵が潜んでいると想定すべきで,,,3,"scout, patrol, spy"
戸籍,こせき,結婚すると新しいこせきが作られます。,,,3,"family register, census"
書籍,しょせき,紙の本を買いなよ 電子しょせきは味気ない,,,3,"book, publication"
摂理,せつり,宇宙のせつりは弱肉強食であり 適者生存 優勝劣敗である,,,3,"(divine) providence, dispensation"
摂取,せっしゅ,"昨日の食事 せっしゅ量は 合計2,200キロカロリー！",,,3,"intake (e.g. of salt), ingestion"
摂氏,せっし,水はせっし100度で沸騰する,,,3,"Celsius, centigrade"
潜む,ひそむ,「貴様などにはわかるまい。　影にひそむべき己が表に現れ―― あまつさえ忠誠を誓った主君の職掌を侵す、この恥辱！この自虐！　この自涜！」,,,3,"to lurk, to be hidden, to be concealed"
潜る,もぐる,わっはっはっ。あとはもぐるだけだ！海底の探索、楽しみだぞ！,,,3,"to dive (into or under water) to get under, to get into, to get in"
潜水,せんすい,バイク１台調達するのにも 苦労してたってのに せんすい艦か,,,3,"diving, submerging, going underwater"
潜在,せんざい,せんざい犯の君には またとない機会だと思うが？,,,3,"potentiality, dormancy, latency"
繕う,つくろう,「そうなんだけど、あたしも雲行きは怪しいわ。とりあえず取りつくろう事はできるけど、 事が事でしょう？　この先の命運がかかってるんだから、妥協するワケにもいかないし」,,,3,"to mend, to patch up, to repair, to fix to adjust, to tidy up"
修繕,しゅうぜん,買い替えたほうがよくないっすか？ いえ しゅうぜんでお願いしたいんですけれど…,,,3,"repair, mending"
措置,そち,「鎌倉市警か。奴らは事件の公表すらしていない。 捜査のためのそちという話だが……。　不可解だな。どうも臭い」,,,3,"measure, step, action"
挙措,きょそ,突然の悲報に接してきょそを失う,,,3,"behavior, behaviour, manner"
礎,いしずえ,それでもこの国のいしずえの一つとなって みんなをこの手で守ることができれば 幸せだと思っているよ,,,3,"foundation stone, cornerstone"
基礎,きそ,今ドイツ語のきそを学んでいます。,,,3,"foundation, basis"
粗末,そまつ,「それはね、いいことだと思うなー。食べ物をそまつにしちゃダメだよー」,,,3,"crude, rough, plain, humble"
粗筋,あらすじ,その映画はどんなあらすじですか。,,,3,"outline, summary, argument"
粗野,そや,そやな男には分からぬ繊細な器官よ,,,3,"rustic, rude, vulgar, rough"
阻む,はばむ,不穏分子は追放だとな これで我らをはばむものはなくなった いざ進め！自由の地へ！,,,3,"to keep someone from doing, to stop, to prevent, to check"
阻止,そし,館に近づく者をそしする役目の スタンド使いがいても おかしくない,,,3,"obstruction, check, hindrance, prevention"
双眼鏡,そうがんきょう,このそうがんきょう 代わりに見てもいいっすから,,,3,"binoculars, field glasses"
無双,むそう,その腰を飾るのはやはりむそうの業物でなければなりますまい 追従はいらぬ,,,3,"peerless, unparalleled, unparallelled, matchless"
双子,ふたご,私たちは二人ともＢ型よ というかふたごなんだから あ、そっか こりゃ失念,,,3,"twins, twin"
掃く,はく,床をほうきではきました。,,,3,"to sweep, to brush, to clean"
掃除,そうじ,私から言いだして何だけど これ そうじから脱線するパターンじゃない？,,,3,"cleaning, sweeping, dusting, scrubbing"
葬る,ほうむる,同じこと　お前をほうむるのに罪悪感なし,,,3,"to bury, to inter, to entomb"
埋葬,まいそう,あまりにひどい亡骸だったので お前には見ぜずにまいそうしたよ,,,3,burial
遭難,そうなん,学生5人が山でそうなんしました,,,3,"disaster, accident, shipwreck, distress"
遭遇,そうぐう,単純に日頃そうぐうする回数の少ないものから忘れてる,,,3,"encounter, being confronted with (e.g. difficulty), meeting with (e.g. accident)"
憎む,にくむ,この世で最も尊ぶべきは献身と犠牲であり にくむべきは臆病と利己心である,,,3,"to hate, to detest"
憎悪,ぞうお,ヤツらを逃せばあの中から 帝国にぞうおを燃やす新兵が生まれるだろう,,,3,"hatred, abhorrence, loathing, detestation"
促す,うながす,卿は こう主張するのではあるまいな ｢自分が これまで他人の非難を被るような行動を続けてきたのは｣ ｢民主共和政治の健全な発展をうながすため｣ ｢後世に対して警鐘を鳴らすのが目的であった｣と,,,3,"to urge, to encourage, to press, to prompt"
海賊,かいぞく,はあ、かいぞくがいないことは事実だ。それと、この男がいる以上、 船は危険にさらせない。船の帰港を許可する。嵐を避けて戻ってみせろ。,,,3,"pirate, sea robber, buccaneer, freebooter"
盗賊,とうぞく,私はクリス 見てのとおりとうぞくだよ この子とは友達かな,,,3,"thief, robber, burglar, bandit"
怠ける,なまける,なまけていないで、手伝って。,,,3,"to be idle, to slacken  to neglect (e.g. one's work)"
怠る,おこたる,この霧 毒気をおびているな 調息をおこたるな　あとになって効いてくるぞ,,,3,"to be negligent in doing something, to shirk, to be off one's guard"
怠慢,たいまん,随分 時間をかけてしまったもんだ 僕のたいまんと言っていいな,,,3,"negligence, neglect, carelessness"
滞る,とどこおる,進捗状況は？とどこおりなく,,,3,"to stagnate, to be delayed, to be left undone"
滞在,たいざい,日本では北海道にたいざいしました。,,,3,"stay, sojourn"
胎児,たいじ,これ知ってましたかね そのみんな赤ちゃんてか  たいじの時って 女なんですね 最初でそれが女から男になるか  女のままでいくかっていう別れ方があって クリトリスは男性気になるんですよ そのまま,,,3,"fetus, foetus, embryo, unborn child"
胎動,たいどう,オスカルの聞いた物音は― やがて 嵐のような革命につながる かすかなたいどうではなかったか,,,3,"quickening, foetal (fetal) movement, fomenting (trouble)"
袋,ふくろ,ふくろはいりません。,,,3,"bag, sack, pouch"
手袋,てぶくろ,寒いのでてぶくろをしました。,,,3,"glove, mitten, mitt"
逮捕,たいほ,大臣が汚職でたいほされました。,,,3,"arrest, apprehension, capture"
滝,たき,あしたは ちっさいたきがある所へ行くのん,,,3,waterfall
食卓,しょくたく,しょくたくに花を飾りましょう。,,,3,dining table
電卓,でんたく,このでんたくはポケットに入ります。,,,3,"calculator (electronic), pocket calculator"
選択,せんたく,５対５のバトルをせんたくしたゴン達 トンパの思惑で１敗目を喫してしまう,,,3,"selection, choice, option"
一択,いったく,夏海先輩はどっちにするんですか？ そりゃ 布団いったくだって 絶対 寝袋 寒いじゃん,,,3,"(only) one option, one possible choice"
託つける,かこつける,捕虜交換にかこつけて 工作員を潜入させ 同盟軍を分裂させる,,,3,"to use as a pretext, to use as an excuse"
託す,たくす,俺が最後に見せるのは代々受け継いだ未来にたくすツェペリ魂だ 人間の魂だ,,,3,"to entrust (someone) with, to leave (a matter) with someone"
委託,いたく,フフッ 自分の生活をそこまで 電子的な装置にいたくしているのに サイボーグではないと言っても 説得力はありませんよ,,,3,"entrusting (something to a person), consignment (of goods), putting in someone's charge"
承諾,しょうだく,私は“大丈夫だよ” “しばらく友達の家に泊めてもらうから” と言った 両親はあっさりしょうだくした,,,3,"consent, approval, acceptance, agreement"
受諾,じゅだく,佐藤和真さんの希望は規定にのっとりじゅだくされました,,,3,acceptance
奪う,うばう,我が魔力を勝手にうばうなど 万死に値し… ふわぁー！,,,3,"to snatch away, to dispossess, to steal"
略奪,りゃくだつ,全軍に徹底させてください りゃくだつ 暴行などは一切禁止 破る者は極刑に処すと はっ,,,3,"pillage, plunder, looting, robbery"
大胆,だいたん,へ？　ちょ…だいたんすぎるよ 鬼のおにいちゃん やめてよ もう 変な所 触らないで,,,3,"bold, daring, audacious"
胆力,たんりょく,エルスハイマーは文官だがたんりょくの据わった男だ,,,3,"courage, nerve, grit"
鍛える,きたえる,強くなるためにはきたえないとね！毎日の努力が、ボクの球威を上げるんだよ！,,,3,"to forge, to temper  to drill, to train, to discipline"
鍛錬,たんれん,私は肉体をたんれんするために波紋法の道へ入った,,,3,"tempering (metal), annealing, forging"
花壇,かだん,し… 神聖なかだんにタバ… タバ… タバコの吸い殻を,,,3,flower bed
祭壇,さいだん,このさいだんは生け贄を捧げる場所。神様に、太陽の消滅を延ばしてもらう。 雨乞いや豊穣も祈願する。その時に、生け贄を捧げる。,,,3,altar
土壇場,どたんば,こいつどたんばでは底力のある男だぜ,,,3,"last moment, eleventh hour"
幼稚,ようち,そんなようちなことしてるなら 残りの柿 台所から持ってきてよ,,,3,"infancy, childish, infantile, immature, primitive"
稚児,ちご,放たれた怒気は王の器量としてはちごの駄々に親が抱く程度のわずかな炎であったが ネテロには通常の立間合いの倍以上下がらせるに十分な すさまじい凶兆を含んでいた,,,3,"baby, child"
家畜,かちく,人が 人らしく 生きるために… かちくのような惰眠から 目を覚ましてやるために…,,,3,"domestic animals, livestock, cattle"
人畜,じんちく,剣丞くん、雰囲気がどことなくじんちく無害っぽいし,,,3,men and animals
窒息,ちっそく,すきがない鎧とはいっても 浸水させてしまえばちっそくして溺れ死ぬこと間違いなしだ,,,3,"suffocation, choking, asphyxia"
窒素,ちっそ,八割ちかくのちっそと二割ちかくのさんそ――最大の差異は本来、二酸化炭そを欠くことで、したがって植物が存在しなかった。,,,3,nitrogen (N)
抽出,ちゅうしゅつ,「はい、あれってその方曰く、ネットで話題の用語で事件性があるものをちゅうしゅつして、 予言として書き込むというシステムらしいですよ」,,,3,"extraction, abstraction"
抽象,ちゅうしょう,彼はちゅうしょう的な絵が好きだね。,,,3,abstraction
鋳造,ちゅうぞう,更に新金貨は交換比率を超えた枚数がちゅうぞうされるとの情報も,,,3,"casting, founding, minting"
駐車,ちゅうしゃ,車はここにちゅうしゃしてください。,,,3,parking (e.g. car)
駐日,ちゅうにち,しかもちゅうにち俺様国大使はね 河野(こうの)外務大臣にめちゃくちゃ怒られちゃって 「何度も同じこと言うな！無礼者が！」,,,3,resident in Japan
彫る,ほる,そいつは、忍義手 隻腕の狼には、お誂え向きの牙じゃろうて 仏をほるには無用でな。お前さんにくれてやる,,,3,"to carve, to engrave, to sculpt"
彫刻,ちょうこく,鼻梁と唇の端麗さは、古代の名工の手になるちょうこくを想わせた。,,,3,"carving, engraving, sculpture"
聴覚,ちょうかく,彼のちょうかくは鋭い,,,3,the sense of hearing
吹聴,ふいちょう,いまだ兵政権に異を唱え 陰謀論を結び付け ふいちょうする者,,,3,"spreading around (news, rumor, etc.), making widely known"
超過,ちょうか,この荷物は重量ちょうかです。,,,3,"excess, being more than"
超越,ちょうえつ,「時間、空間をちょうえつした……無限の輪廻転生……もしそれが可能なら世界に魂なんていくつもいらない」,,,3,"transcendence, transcendency"
鎮める,しずめる,「市民の動揺をしずめるための宣撫班だけ先に寄越したのでしょう。　後から本隊が来るのでは」,,,3,"to appease, to suppress, to calm"
重鎮,じゅうちん,しかし その実態は全国のレジスタンスを束ねる キョウト六家のじゅうちん 面従腹背か… 安いな,,,3,"leader, authority, mainstay"
鎮魂,ちんこん,この詞には　死者のちんこんを 想起させる部分があるんだけど 君は　死後の世界ってあると思う？,,,3,repose of souls
陳列,ちんれつ,ええ〜！ じゃあ 何じゃい わしは こんなにも大量にちんれつされとるドーナツの中から 食すものを 残酷に選別しなくては ならんのか？,,,3,"exhibition, display, putting on show"
陳情,ちんじょう,村長や村の有力者たちがね、方々にちんじょうした。,,,3,"petition, appeal"
墜落,ついらく,飛行機のついらく事故があったんだ。,,,3,"fall, crash (e.g. aircraft)"
撃墜,げきつい,あれにげきついされる魔導師がいれば 敵より先に私が殺してやる！,,,3,shooting down (aircraft)
帝,みかど,《畿内の南北にみかどが立ち、大和全土が混沌の渦中に争い合ったというあの時代……　 もし吾が主を得ておれば、おのれに悪名を立てる暇など与えず、葬ってやれたものを！》,,,3,"emperor (of Japan), mikado"
皇帝,こうてい,その姿勢で、こうていが玉音を下賜されるのを待つ。,,,3,emperor
締める,しめる,ど… どうして撫子ちゃんがお兄ちゃんのベッドにいるの？ 私は お兄ちゃんを抱きしめていたはずなのに,,,3,"to tie, to fasten, to tighten"
締結,ていけつ,まずは八九式に協力してIV号だ 秘密協定はていけつ済み 賽は投げられたか,,,3,"conclusion, execution (of a contract), entering (into treaty)"
改訂,かいてい,ハンター協会の風紀委員。 「ハンター十ヶ条」のかいてい論者。,,,3,"revision (of text), alteration, change"
訂正,ていせい,どうやら 何か誤解があるようだな ていせいしようとは思わないが,,,3,"correction, revision, amendment"
哲学,てつがく,ルルーシュ お前は なぜルルーシュなんだ？ てつがくを語ってる余裕はない,,,3,philosophy
明哲,めいてつ,その能力 識見はラインハルトでさえ舌を巻くほどのめいてつな女性であり その資格は十分すぎるほどである,,,3,"wisdom, sagacity, wise man"
塗る,ぬる,「会津には雪見旅との洒落込みで……？　 でしたらご愁傷様だァ、今年の会津は通人狙い、白粉ぬる気はないらしい」,,,3,"to paint, to plaster, to lacquer, to varnish"
塗装,とそう,車内の水抜きをして 錆取りをしないと 古いとそうも剥がして グリスアップもしなきゃ,,,3,"coating, painting"
北斗七星,ほくとしちせい,つられないか　 陣立てをほくとしちせい陣に変更,,,3,"the Big Dipper (asterism), the Plough, the Plow"
凍る,こおる,金髪のすごく綺麗な女の人で 背筋がこおるくらい　冷たい眼をした吸血鬼なんだってさ,,,3,"to freeze, to be frozen over, to congeal"
凍える,こごえる,このまま馬小屋の寝床じゃ 確実にこごえ死ぬ！,,,3,"to freeze (of one's body), to be frozen, to become numb"
冷凍,れいとう,残ったカレーをれいとうしました。,,,3,"freezing, cold storage, refrigeration"
天然痘,てんねんとう,てんねんとうは治ったらもうかからない,,,3,"smallpox, variola"
陶器,とうき,ぶつぶつ言いながらテーブルの上にのったヤンは、あぐらをかいてすわりこんだが、 ユリアンが拾いあげたとうきの破片を見て慨嘆した。,,,3,"porcelain (esp. soft-paste porcelain), china, chinaware"
陶芸,とうげい,僕にとうげいを教えることはもちろん 僕を叱ることもなくなった,,,3,"ceramic art, ceramics"
匿う,かくまう,蟲師の方をかくまってる そうだね,,,3,"to shelter (e.g. a fugitive), to harbour, to harbor"
匿名,とくめい,何だ？　お前は。 とくめい希望のマジシャン。,,,3,"anonymity, using an assumed name"
危篤,きとく,「逆に最悪は、私がきとくとかになって……気がついたら移植手術が終わってましたー、かな」,,,3,"critical condition, being on the verge of death"
篤い,あつい,やはりカイザーは病があついのか,,,3,"kind, cordial, hospitable, warm"
豚,ぶた,「貴様も他の連中同様、震えながらやかましく鳴くぶたに過ぎんのである！」,,,3,pig
如し,ごとし,チャンピオン ２位の挑戦者をまったく寄せつけず その強さ まさに鬼神のごとし,,,3,"like, as if, the same as"
欠如,けつじょ,やはり 貴様には信仰心がけつじょしているようだな,,,3,"lack, absence, shortage"
突如,とつじょ,とつじょ現れた熊にあたりは大騒ぎになった,,,3,"suddenly, all of a sudden"
尿道,にょうどう,私を創り出された方がにょうどう結石というやつで 苦しんだって話でね,,,3,urethra
粘る,ねばる,この期に及んで あいつがまだねばると？,,,3,"to be sticky, to be adhesive to persevere, to persist"
粘土,ねんど,うち ねんどで遊ぶん,,,3,clay
粘膜,ねんまく,鼻を強くかむとこの鼻の内側のねんまくを傷つけてそこからアレルギーの元  花粉とかねアレルギーの原因になる物質が体内に侵入しやすくなっちゃうんですね,,,3,mucous membrane
婆さん,ばあさん,「……わかるのか。　ばあさんに習ったんだ。 維新で没落する前はここらへんの殿様だった家の係累だとかで、色々とな」,,,3,"grandmother, old woman, female senior citizen"
老婆,ろうば,あのね　ろうば心ながら一言いっとくけど ろ、ろうば心…？,,,3,old woman
排除,はいじょ,そしてそれは、〝劣悪遺伝子はいじょ法〟を発布し、優良な人類の発展をのぞんだルドルフにとって強烈な打撃であったろう。,,,3,"exclusion, removal, rejection, elimination"
排水,はいすい,「工場はいすいのごとき言い方をするな、蘇りし者よ」,,,3,"drainage, draining, pumping out (water), sewerage"
陪審,ばいしん,正当防衛は適用できますか？   今のばいしん員制度 皆さんがそれを裁かないと いけないわけですよね,,,3,jury
縛る,しばる,ていうか そろそろ どいてよ お兄ちゃん 傷のある なしを確認したいだけだったら 手首をしばるのと 馬乗りになって押し倒すのは全く必要なかったでしょう,,,3,"to tie, to bind, to fasten"
束縛,そくばく,「そのために光は母を滅ぼし、世界を滅ぼす。父を奪いそくばくする全てを滅ぼす。 　そのために光は神となる。人倫に許されぬ父の奪回を神権によって成し遂げる」,,,3,"restraint, restriction, fetters, yoke"
伐る,きる,きるのをやめてくれ,,,3,to cut down (e.g. trees)
伐採,ばっさい,ばっさいを急いで　今夜にも山に火をつけましょう,,,3,"felling timber, cutting down trees, logging"
伴う,ともなう,その仕事は危険をともなう。,,,3,"to accompany, to go hand in hand with, to be consequent upon"
同伴,どうはん,いえ 執行官の外出に どうはんするのは 服務規程ですから,,,3,"accompanying, being accompanied by, going with"
帆,ほ,このままじゃマストが持ちません！ ほを下ろしましょう！,,,3,sail
順風満帆,じゅんぷうまんぱん,これぞじゅんぷうまんぱんな人生だ,,,3,smooth sailing
畔,ほとり,「きっとギネヴィア湖のほとりだと思います。　だから探しに行こうと……」,,,3,"on the bank of, by the side of (e.g. a river, pond)"
