word,reading,example,,,level,meaning
頂,いただき,俺にとっては 貴様に退路を与えないことこそが肝要だったのだ  その点ここは都合がいい  孤峰のいただきの塔の中とあっては 空でも飛べない限り逃げようがないからなあっ,,,5,"crown, summit"
頂点,ちょうてん,全ての人間のちょうてんに立ってやる,,,5,"top, summit"
運賃,うんちん,このバスのうんちんは乗車するときに払います。,,,5,(passenger) fare
家賃,やちん,ここのやちんは12万円です。,,,5,rent
痛み,いたみ,膝にいたみを感じます。,,,5,"pain, ache, soreness"
頭痛,ずつう,今日はずつうがします。,,,5,headache
展覧会,てんらんかい,てんらんかいは連日賑わいました。,,,5,exhibition
発展,はってん,近代の技術のはってんはものすごいです。,,,5,"development, growth, expansion"
政党,せいとう,選挙では3つのせいとうが争っています。,,,5,political party
野党,やとう,やとうが与とうを厳しく非難していましたね。,,,5,"opposition party, political opposition, opposition"
検討,けんとう,今日中にこの問題をけんとうしてください。,,,5,"consideration, examination, investigation"
討つ,うつ,なるほど、私なら悪をなして巨悪をうつ!,,,5,to avenge (somebody) by striking down their killer
討論,とうろん,その問題についてクラスでとうろんしました。,,,5,"debate, discussion"
届く,とどく,手紙がとどくのに三日かかりました。,,,5,"to reach, to arrive, to get through"
難しい,むずかしい,この本はむずかしいですね。,,,5,"difficult, hard, troublesome"
困難,こんなん,こんなんにあってもあきらめてはいけないよ。,,,5,"difficulty, hardship, trouble"
乳,ちち,牛のちちしぼりを体験した,,,5,"milk, breast"
豆乳,とうにゅう,「今日も帰りにとうにゅうクリームまん買って帰ろうか？？」,,,5,soy milk
認める,みとめる,父が彼女との結婚をみとめてくれました。,,,5,"to recognize, to recognise, to observe"
認識,にんしき,危うさに対するにんしきが違うのよ、阿良々木くんとあなたでは,,,5,"recognition, awareness, perception"
確認,かくにん,テレビで明日の気象情報をかくにんしたよ。,,,5,"confirmation, verification, validation"
納得,なっとく,彼の説明でなっとくできました。,,,5,"consent, assent, agreement"
納税者,のうぜいしゃ,でもしかたないよ  調査報告が我々の飯代だ 情報はのうぜいしゃに委ねられる,,,5,taxpayer
頭脳,ずのう,人をそらさぬ微笑の奥で高性能の商業用ずのうを回転させ、一介の小商船主から出発してどんどん財産をふやしていったのだ。,,,5,"head, brains"
首脳,しゅのう,東京で五カ国のしゅのう会談が開かれています。,,,5,"head, leader, top"
流派,りゅうは,あなたの代で終わるりゅうはを保つことにどんな意味があるというの,,,5,school (e.g. of ikebana)
派手,はで,それだったら もっとはでに痕跡が残っていそうなものだし,,,5,"showy, loud, gay, flashy, gaudy"
立派,りっぱ,彼はりっぱな人です。,,,5,"splendid, fine, handsome"
俳句,はいく,「さくら」という言葉を使ってはいくを書いたよ。,,,5,haiku
俳優,はいゆう,彼ははいゆうです。,,,5,"actor, actress, player, performer"
拝む,おがむ,仏像に手を合わせておがみました。,,,5,"bow in veneration, worship"
拝見,はいけん,あなたの著書をはいけんしました。,,,5,"seeing, looking at"
背く,そむく,軍人である以上 命令にそむけば銃殺も免れないわけか…,,,5,"to run counter to, to go against"
背広,せびろ,せびろをクリーニングに出しました。,,,5,business suit
背任,はいにん,憲兵総監 こやつに自分の罪状を教えてやれ  はっ　シャフト技術大将 卿を収監する 罪状は収賄 公金横領 脱税  特別はいにん および軍事機密の漏洩だ,,,5,"breach of trust, malfeasance, malpractice"
肺,はい,彼ははいの病気にかかったのよ。,,,5,lung
班,はん,はんのメンバーは5人です。,,,5,"group, party, team"
首班,しゅはん,遠からず元帥はエル･ファシルに不敗の勇姿を現し  革命政府のしゅはんの座に就き 全宇宙に挙兵を宣言するであろう,,,5,"head, leader, prime minister"
晩,ばん,ばんご飯は食べましたか。,,,5,evening
今晩,こんばん,こんばんのパーティーは何時からですか。,,,5,"tonight, this evening"
否,いな,いな　断じていなっ この傷の屈辱は貴様の血を以て濯ぐしかないっ,,,5,"no, nay"
否定,ひてい,彼、友達の意見をひていした。,,,5,"denial, negation, repudiation"
批評,ひひょう,その映画はよいひひょうを得ているんだ。,,,5,"criticism, review, commentary"
批判,ひはん,彼は同僚をひはんした。,,,5,"criticism, judgement, judgment, comment"
秘める,ひめる,何かをひめている 多くの人間を見てきた俺にはその圧倒的な何かを感じる,,,5,"to hide, to keep to oneself"
秘密,ひみつ,これはひみつです。,,,5,"secret, secrecy, confidentiality"
腹,はら,はらが減って動けない。,,,5,"abdomen, belly"
お腹,おなか,おなかが空きました。,,,5,"belly, abdomen, stomach"
空腹,くうふく,金光明経」 という仏教の本に「捨身品（しゃしんぽん） 」 という章があります  くうふくの虎に自らの躰を食べさせて来世でお釈迦様になったという尊いお話です,,,5,"empty stomach, hunger"
奮い立つ,ふるいたつ,それだけ貴殿が皆をふるいたたせている、ということですよ。,,,5,"to cheer up, to be encouraged (by), to be in high spirits"
興奮,こうふん,観客はこうふんしていたよ。,,,5,"excitement, stimulation, agitation, arousal"
奮発,ふんぱつ,あらあら、圭一さんのお弁当は今日は大ふんぱつではございませんことぉ？,,,5,"strenuous exertion, spurt"
並行,へいこう,被害者の救恤とへいこうして 被害実態の調査が開始された,,,5,going side-by-side running concurrently
並木,なみき,駅前のなみきが台風で倒れたらしい。,,,5,"roadside tree, row of trees"
並べる,ならべる,私は料理をテーブルにならべた。,,,5,"to line up, to set up, to arrange in a line"
閉会,へいかい,会長がへいかいの挨拶をしました。,,,5,"closure (of a ceremony, event, meeting, etc.)"
閉じる,とじる,教科書をとじてください。,,,5,"to close (e.g. book, eyes, meeting, etc.), to shut"
閉める,しめる,ちゃんとドアをしめてよ。,,,5,"to close, to shut"
陛下,へいか,この女狐め へいかの御心を誑かす女狐,,,5,"Your Majesty, His Majesty, Her Majesty"
片思い,かたおもい,僕は好きなんですけど かたおもいばっかりなんです,,,5,unrequited love
破片,はへん,なぜチョコのはへんがコインの入った理由なのだ？,,,5,"fragment, broken piece, splinter, chip, shard"
補う,おぎなう,夏は水分を十分におぎないましょう。,,,5,"to compensate for, to supplement"
候補,こうほ,会長のこうほは3人います。,,,5,"candidate, contender, prospect"
補給,ほきゅう,万が一 それに失敗して敵中に孤軍となったとしたら ほきゅうをどうする？,,,5,"supply, supplying, replenishment"
暮らす,くらす,将来は海の近くでくらしたいな。,,,5,"to live, to get along"
野暮,やぼ,吸わせてもらえませんか？喜んで  “何を？”なんてやぼは言わない  俺は ここで動揺したり、すっとぼけたりするような鈍感系じゃない,,,5,"boorish, unsophisticated, unrefined"
宝,たから,この絵は私のたからです,,,5,treasure
宝石,ほうせき,私が一番好きなほうせきはダイヤモンドなの。,,,5,"gem, jewel, precious stone"
重宝,ちょうほう,私の眼はちょうほうされたが友人と呼べる者はいつしかいなくなっていた,,,5,"convenient, useful, handy"
訪問,ほうもん,来週、妻の実家をほうもんします。,,,5,"call, visit"
訪ねる,たずねる,彼はニューヨークの友達をたずねた。,,,5,"to visit, to call on, to pay a visit to"
訪れる,おとずれる,私は夏に京都をおとずれました。,,,5,"to visit, to call on"
亡くなる,なくなる,おととい、昔の友人がなくなった。,,,5,to die
死亡,しぼう,その事故では2人しぼうしたの。,,,5,"death, mortality"
忘れる,わすれる,約束をわすれないでください。,,,5,"to forget, to leave carelessly, to be forgetful of"
忘恩,ぼうおん,あまりに彼らを悪く言えばぼうおんとのそしりを受けることになるぞ,,,5,"ingratitude, thanklessness"
棒,ぼう,このぼうは何に使うのですか。,,,5,"pole, rod, stick"
鉄棒,てつぼう,す…水面がてつぼうのように,,,5,"iron rod, iron bar"
枚,まい,さっきね 咲世子さんに折り紙を教えてもらったんです  １まいの紙を何度も折ると鳥とか船とか色んな物になるんですって,,,5,counter for flat objects (e.g. sheets of paper)
一枚岩,いちまいいわ,それがなぜ敵の手に渡っている！ インドもいちまいいわではないということでしょう,,,5,"monolith, large slab of rock"
幕,まく,ステージのまくが上がったんだ。,,,5,curtain
幕府,ばくふ,ばくふの軍所(いくさどころ)総監督  奇策士をなりわいとしておる,,,5,"bakufu, shogunate"
密か,ひそか,彼女の誕生日パーティーをひそかに計画しています。,,,5,"secret, private, surreptitious"
同盟,どうめい,今 そのイゼルローン要塞をヤン･ウェンリー指揮下の自由惑星どうめい軍が奪取した,,,5,"alliance, union, league"
盟約,めいやく,シンの人間は…めいやくを必ず守る,,,5,"oath, pledge, pact, covenant, alliance"
規模,きぼ,この動物園は日本一のきぼです。,,,5,"scale, scope, plan, structure"
模様,もよう,彼女は水玉もようのスカートをはいているね。,,,5,"pattern, figure, design"
模型,もけい,ちょうどいいところへ来た、ルーヴェン･ブルンのもけいが届いたところだ,,,5,"model, dummy, maquette"
訳,わけ,彼には申しわけないことをした。,,,5,"reason, cause, meaning"
訳す,やくす,この文をやくしてください。,,,5,"to translate, to interpret"
通訳,つうやく,私はつうやくです,,,5,interpretation (i.e. oral translation)
優れる,すぐれる,彼は非常にすぐれた選手です。,,,5,"to surpass, to outstrip, to excel"
優しい,やさしい,彼はやさしい人です。,,,5,"tender, kind, gentle"
郵便,ゆうびん,ゆうびん局で切手を買いました。,,,5,"mail service, postal service"
郵送,ゆうそう,書類をゆうそうしてください。,,,5,"mailing, posting"
幼い,おさない,彼はおさない時に親類に預けられたんだ。,,,5,"very young, childish"
幼児,ようじ,ようじは入場無料です。,,,5,"young child, toddler"
欲しい,ほしい,何か飲み物がほしいな。,,,5,"wanted, wished for, in need of"
食欲,しょくよく,今日はしょくよくがありません。,,,5,appetite (for food)
翌朝,よくあさ,よくあさは快晴だったね。,,,5,next morning
翌日,よくじつ,よくじつ、彼に会いに行きました。,,,5,next day
乱れる,みだれる,風で髪がみだれたね。,,,5,"to be disordered, to be disarranged"
反乱,はんらん,《この村が倉掛のはんらんに与した奸賊を匿っているのはわかっている。　おとなしく身柄を差し出せば良し――》,,,5,"insurrection, mutiny, rebellion"
乱暴,らんぼう,人にらんぼうしてはいけません。,,,5,"violence, assault, running riot"
卵,たまご,ニワトリはたまごを産みます。,,,5,eggs
産卵,さんらん,夜　光の群れに近づくのも不用心だし 満月のさんらんを待ってみるか,,,5,"egg-laying, spawning"
ご覧,ごらん,そんな不粋なマネはいたしません ぜひお任せください  貴族どもに相互不信の種をまいてごらんに入れます,,,5,"look, seeing"
裏,うら,会社のうらに公園があります。,,,5,"opposite side, bottom, other side"
裏面,りめん,無論 その後でその新帝国を りめんより支配するのだが,,,5,"back, reverse, other side"
法律,ほうりつ,新しいほうりつができた。,,,5,law
規律,きりつ,貴様のアホな頭蓋骨を切開して、きりつというものをたたき込んでやろう！,,,5,"order, observance, discipline"
臨む,のぞむ,選手は最高の状態で大会にのぞんだわ。,,,5,be present at
臨時,りんじ,明日はりんじに休業します。,,,5,"temporary, provisional"
君臨,くんりん,ディオ様は それらにくんりんできる力を持ったお方なのだ,,,5,"reigning, controlling"
朗らか,ほがらか,「……私たちはほがらかに場所を次から次へと通り抜けるべきである」,,,5,"cheerful, merry"
朗読,ろうどく,彼は美しい詩をろうどくしてくれた,,,5,"reading aloud, recitation"
朗報,ろうほう,ところで ろうほうだ 行方不明になっていた 日記の片割れ その持ち主が分かったよ,,,5,good news
論じる,ろんじる,仲間と地球の未来についてろんじたの。,,,5,"to discuss, to talk about"
何処,どこ,あのバカはどこの馬の骨とも知れぬ奴に敗れた玄鬼宗の面汚し   もしも生まれ変わって来たら私がもう一度冥府に追い返してやるわ！,,,5,"where, what place"
祝詞,のりと,おい　サネ　何かのりと去年と違うぞ,,,5,"ritual prayer, invocation of the gods participating in a rite"
貴方,あなた,「出ていくのはあなただ、ドクター！恥を知れ！金輪際、貴方には発明家を名乗る資格はないぞっ！」,,,5,you
小忠実,こまめ,長期戦は覚悟しているわ  ていうか 既に長期戦だし でも連絡はこまめに取らせてもらうわよ,,,5,"diligent, earnest, attentive to detail"
解除,かいじょ,まず平和という名目で武装をかいじょさせられるな  そりゃ困ったわぁ,,,5,"cancellation, rescinding, release"
降参,こうさん,私の戦意をくじいて こうさんさせようって作戦なのよね？,,,5,"surrender, submission, capitulation"
連綿,れんめん,れんめんとして続く文章,,,5,
