word,reading,example,,,level,meaning
溺死,できし,｢オリビエ･ポプラン宇宙暦771年15月36日生まれ｣ ｢801年６月１日美女たちの涙の海でできし｣ ｢享年29歳｣,,,2,death by drowning
充填,じゅうてん,トールハンマー エネルギーじゅうてん完了 照準 よし,,,2,"filling (up), replenishing, filling in (tooth), loading (gun with ammunition, camera with film, etc.), packing"
補填,ほてん,私のせいでもあるもん だから これは恩返しっていうか 損失に対する正当なほてんなの！,,,2,"compensating, making up for, supplementation"
貼る,はる,机にシールをはった。,,,2,"to stick, to paste, to affix"
貼付,ちょうふ,証明書に写真をちょうふする,,,2,"pasting, sticking, attaching, affixing, appending,"
妬む,ねたむ,お前らは友達だと思ってたヤツが自分のことをねたんでたら それで もう友達じゃなくなるのか？,,,2,"to be jealous of, to envy, to begrudge"
賭け,かけ,自分を追い込むためのかけだ 死中の活ってやつよ,,,2,"bet, wager, stake, gamble"
賭博,とばく,ネアポリス地区のとばくの運営権 高利貸の支配権 港の密輸品の管理 レストランやホテルの支配権などだ,,,2,gambling
藤,ふじ,すごい… こんなにふじの花が,,,2,"wisteria (esp. Japanese wisteria, Wisteria floribunda), wistaria"
憧れる,あこがれる,彼はパイロットの職にあこがれているんだ。,,,2,"to long for, to yearn after, to admire, to be attracted by"
憧憬,どうけい,そして、そんな青春のどうけいすらも嘲笑うかの如く、無慈悲に情け容赦なく怒涛の質量が我輩の頭上を覆い尽くさんとす――,,,2,"longing, yearning, aspiration, adoration"
瞳,ひとみ,無事に育てばさぞ嫌われ者になるだろう 赤と黄色のひとみを持っているかもしれんな,,,2,pupil (of eye) eye
瞳孔,どうこう,『脈は確認したか？　呼吸は止まってた？　どうこうは？』,,,2,pupil (of the eye)
栃木県,とちぎけん,そのほとんどがとちぎけん西部に集中 しています,,,2,Tochigi prefecture (Kanto area)
整頓,せいとん,羽川にも心のせいりせいとんをする時間が必要なはずである,,,2,"orderliness, put in order, tidying up, arranging neatly"
無頓着,むとんちゃく,いるよなー よそのお祭り騒ぎには顔出すくせに、地元にはむとんちゃくなヤツ,,,2,"indifferent, unconcerned, paying no attention to, careless"
頓に,とみに,「……銀星号？　最近とみに噂の殺戮魔とやらか？　どうせ風評が一人歩きした類であろうが……」,,,2,"suddenly, all at once, rapidly"
奈良県,ならけん,1989年 今から24年前に僕はならけん南部の山深い杉林に囲まれた 小さい村で生まれました,,,2,Nara prefecture (Kinki area)
奈落,ならく,ならくの底で待つ,,,2,"Naraka, hell, hades,  very bottom, the end, worst possible circumstances"
刹那,せつな,いついかなる時も、せつなの判断に集中しろ。 戦場じゃ、そこを見誤ったら次はない。,,,2,"moment, instant,  kshana, duration of a single mental event (about 1/75 second), shortest possible interval of time"
謎,なぞ,ピラミッドにはなぞが多いんだ。,,,2,"riddle, puzzle, enigma, mystery,  enigmatic, mysterious"
鍋,なべ,なべにスープが入っているよ。,,,2,"saucepan, pot,  stew, hot pot"
匂い,におい,「汝……冥い闇のにおいがする。　魔術師か？」,,,2,"odour, odor, scent, smell, stench,  aura, whiff, smacks of ..., sense, flavour, flavor,"
匂う,におう,バラの花が甘くにおっているね。,,,2,"to be fragrant, to smell (good),  to stink, to smell (bad),  to glow"
虹,にじ,にじにも似たきらめきが、同盟軍艦隊の各処に生じていた。,,,2,rainbow
捻る,ひねる,「そして、仮にそうだとしたらくだらんよ。馬鹿馬鹿しいから止めておけと言ってやる。 あれは絶対に殺せない。　――いや、もしかしたらある意味では、楽にひねれるのかもしれないが」,,,2,"to twist, to wrench, to turn (a switch on or off, etc.), to wring (a neck),  to puzzle over to defeat easily"
捻出,ねんしゅつ,《それでもポリスは騎航る！　ご来場の皆様、血税ではありません！　 彼らは皆様の税金を浪費して参戦しているのではありませんッ！月給です！　 月給から費用をねんしゅつしています》,,,2,"contriving (to raise funds, to find time, etc.) working out (a solution)"
罵る,ののしる,わめくがいい  ほざくがいい  ののしるがいい,,,2,"to abuse (verbally), to curse at, to shout abuse at, to speak ill of"
罵倒,ばとう,は… 離せこのド変態騎士が！ なんというばとう,,,2,"(verbal) abuse, denunciation, disparagement, vilification"
剥く,むく,この女は 一皮むけば身も心も真っ黒に汚れているのよ！,,,2,"to peel, to skin, to pare, to hull, to bare (e.g. fangs), to open wide (e.g. eyes),"
剥がす,はがす,この お札をはがして それから ずっと気を長くして待っていれば また この場所に霊的エネルギーってやつがたまっていくんじゃないのか？,,,2,"to tear off, to peel off, to rip off, to strip off, to skin, to flay"
剥奪,はくだつ,その家族など100億人以上が市民権をはくだつされて 農奴階級に落とされた,,,2,"stripping (of rights, office, etc.), deprivation, divestiture, forfeit, revocation"
箸,はし,「人が話しているときくらい！　はしを休めなさいっっっっ！」,,,2,chopsticks
斑,まだら,かすかに鬼のにおいが残ってるけど まだらというか…変な感じだ,,,2,"spots, speckles, mottles,  speckled, spotted"
斑点,はんてん,おお こっ この赤いはんてんはて… 天然痘だ！,,,2,"speck, fleck"
氾濫,はんらん,残念ながら この50年ぐらいの間に 石油製品いわゆるプラスティックの器が 私たちの生活の中にはんらんして  漆というものから 大分遠ざかってしまいました,,,2,"overflowing, flood, inundation, deluge,  oversupply"
汎用,はんよう,アニが ああなったように硬化のはんよう性は高い,,,2,"generic, general purpose, all-purpose"
眉,まゆ,彼はまゆが濃いね。,,,2,"eyebrow, eyebrows"
眉目,びもく,長身と端整なびもくを有する四一歳の少壮政治家。,,,2,"face, looks, features"
膝,ひざ,ちょ… 勝手にひざの上に乗るなよ 重たいだろ　どけよ,,,2,"knee lap, knee and thigh (while sitting)"
肘,ひじ,彼はひじに怪我をした。,,,2,elbow
才媛,さいえん,ドミニク男爵の姪御であるアネットは、魔導学院で優秀な成績を修めたさいえんですね,,,2,"literary woman, talented woman"
愛媛県,えひめけん,えひめけん輪島市などで実証実験などを通じて 効果検証を行っておりますので 検証次第公開して参りますので 皆さんぜひご活用してください。,,,2,Ehime prefecture (Shikoku)
岐阜,ぎふ,ぎふの山奥にはたくさんクワガタやカブトムシがいるがそれを遥かに超える人の数に驚いた 街を歩けばロケをしているユーチューバーに遭遇するし ぎふでは見た事がないレベルのかわいい女子もたくさんいた,,,2,Gifu (city)
隠蔽,いんぺい,「これもすべて、“機関”のいんぺい工作ということだな！」,,,2,"concealment, suppression, hiding"
遮蔽,しゃへい,ひらけた場所は しゃへい物を利用して身を隠せ！,,,2,"shielding, sheltering, screening, shading, masking"
蔑ろ,ないがしろ,羽川　僕は… お前をないがしろにしてまで人間に戻ろうとは思わないんだよ,,,2,"(a) slight, disrespect, making light (of), neglect"
蔑む,さげすむ,一瞬喜んだけど。やっぱきつい。 えっそう？さげすまれてる感じがたまらないんだけど,,,2,"to scorn, to despise, to hold in contempt, to look down on, to disdain"
軽蔑,けいべつ,彼女は彼をけいべつしていたの。,,,2,"scorn, disdain, contempt"
侮蔑,ぶべつ,「貴方は俺の事を嫌っていた筈だ。　ぶべつしていた筈だ。 下らない奴だと、何の値打ちもない人間と、そう見ていた筈だ」,,,2,"scorn, disdain, contempt, slight"
蜂,はち,友達がはちに刺されたんだ。,,,2,"bee, wasp, hornet"
蜂蜜,はちみつ,私はヨーグルトにはちみつを入れます,,,2,honey
蜂起,ほうき,アレーヌ市でパルチザンのほうきであります,,,2,"uprising, revolt"
変貌,へんぼう,東京はここ 10 年で大きくへんぼうした,,,2,"transfiguration, transformation, change of appearance"
美貌,びぼう,「そうですわ！　あんな程度の男に縛られて、このびぼうと才覚を腐らせておくのは人類の損失ですもの！」,,,2,"beautiful face, good looks, beauty,"
頬,ほお,さあ！ 思い切り しがみつくぞ ほおずりするぞ 触るぞ もむぞ 心行くまで愛するぞ,,,2,cheek (of face)
仲睦まじい,なかむつまじい,暦おにいちゃんに恋人がいるって分かったころのことだな 恋人となかむつまじく歩く 暦おにいちゃんを目撃したとき,,,2,"harmonious, intimate"
親睦,しんぼく,正面切って 天刑劍の柄を奪い取るのではなく 機をうかがって盗み出そうというのだろう そのためにはまず 主にしんぼくを示し 客人として塔に招かれる必要がある,,,2,"friendship, amity"
和睦,わぼく,「わぼくとは戦をやめて仲良くすることだ。そんなことも知らぬのかぁー」,,,2,"reconciliation, peace, rapprochement"
勃発,ぼっぱつ,それは正に第二次世界大戦がぼっぱつしようとしていた年,,,2,"outbreak (e.g. of war), outburst, sudden occurrence"
勃起,ぼっき,乳首が！濡れTシャツ越しのぼっきした乳首が。。。 スゲえ見てえよ～,,,2,"erection (usu. penis), standing erect, stiffening"
曖昧,あいまい,なんじゃ あいまいな返事じゃの,,,2,"vague, ambiguous, unclear,  fuzzy"
愚昧,ぐまい,よいよい ぐまいなるそなたに このわたしが知恵を授けてやろう,,,2,stupid
三昧,さんまい,さっさと帰ってゲームざんまいだぜ,,,2,"samadhi (state of intense concentration achieved through meditation) being immersed in, being absorbed in, indulging in"
枕,まくら,私は低いまくらが好きです。,,,2,"pillow, bolster"
蜜月,みつげつ,自由惑星同盟は帝国の圧制を逃れた共和主義者によって建てられた国家である 従って その戦いはいまだ 帝国の圧制に苦しむ民衆の解放を目的としている だが その解放すべき民衆とのみつげつ時代は 長く続かなかった,,,2,honeymoon in an intimate relationship
冥福,めいふく,それが今ようやく安らぎを得た せめてめいふくを祈ろうではないか,,,2,happiness in the next world
冥途,めいど,「有難く馳走に与ろうか。　めいどの土産にその首級、頂いておく」,,,2,"Hades, the underworld, the other world, realm of the dead"
麺,めん,醤油ラーメンください、めん固めで,,,2,noodles flour
拉麺,ラーメン,夕食にラーメンを食べました。,,,2,"ramen, Chinese-style noodles"
餅,もち,正月にはもちを食べますよ。,,,2,"mochi, (sticky) rice cake"
画餅,がべい,彼の案はがべいにすぎない,,,2,"something useless, picture of rice cakes"
陶冶,とうや,提督　よく こんな人たちを率いて勝ってこられましたね 裏切り者ぞろいじゃありませんか  私の人格はかくてとうやされたのさ,,,2,"training, education, cultivation"
鍛冶,かじ,《道は誤れど、かじ師の端くれか。　過去を学ぶに怠りはなかったと見ゆる》,,,2,"smithing, blacksmith"
弥立つ,よだつ,身の毛もよだつ 狂乱の叫びを上げる,,,2,"to stand up straight, to stand on end (e.g. of hair), to have the creeps"
弥生,やよい,「銅鐸は仏教とは関係ないんですよ。紀元前からやよい時代に日本の各地各で用いられたとされています。 仏教よりずっと古い時代ですよね」,,,2,"third month of the lunar calendar Yayoi period (ca. 300 BCE - 300 CE), Yayoi culture"
湧く,わく,援軍？援軍だと！ 私が艦隊のわき出す魔法の壺でも持っていると思うのか！,,,2,"to well (up), to gush forth (of water), to spring out"
湧水,ゆうすい,大槌には 地下から自噴するゆうすいが井戸となって何十箇所と街中にあって そのことがこの大槌の中心街にだけ井戸端会議をする文化というものを作っていた,,,2,"spring, welling of water"
妖怪,ようかい,座敷童は 家の奥座敷に住み着いて悪戯をするようかいです,,,2,"ghost, apparition, phantom, spectre, specter, demon, monster, goblin"
肥沃,ひよく,黄色くなっているのがひよくな大地と言って農業ができる場所です,,,2,"fertile, rich, productive"
沃野,よくや,水もすくない。藍藻類から順次、高等な植物種子の散布へとすすんだ惑星緑化も、 地表の全域を緑のよくやと化せしめるにはいたらず、 水利のよい地域のみが緑色の帯状に惑星表面をいろどっている。,,,2,fertile fields or plain
嵐,あらし,あらしで庭の木が折れたよ。,,,2,"storm, tempest,  storm, hullaballoo, uproar, winds (e.g. of change)"
藍藻,らんそう,水もすくない。らんそう類から順次、高等な植物種子の散布へとすすんだ惑星緑化も、 地表の全域を緑の沃野と化せしめるにはいたらず、水利のよい地域のみが緑色の帯状に 惑星表面をいろどっている。,,,2,"blue-green algae, cyanobacteria"
藍染,あいぞめ,あいぞめの浴衣の袖が翻る。,,,2,indigo dye
梨,なし,はい これ 親戚が送ってきたなし おお ありがとう,,,2,"nashi (Pyrus pyrifolia, esp. var. culta), Japanese pear"
洋梨,ようなし,木苺パイとようなしパイ 二つあるから　選べるよ,,,2,European pear (Pyrus communis)
瑠璃,るり,闇に散る火花 るり色にきらめく切なる慈救と憐憫が ついに 妄執の不死鳥を射る,,,2,lapis lazuli
僧侶,そうりょ,私は諸国を漫遊する、しがないそうりょです。その旅路で自然と身についたものかもしれませんね。,,,2,"priest, monk, bonze"
伴侶,はんりょ,どういう意味? 良きはんりょに巡り合い、安定した生活を築く・・  それ以上の望みなんてないでしょ?,,,2,"companion, partner, spouse"
明瞭,めいりょう,彼は話し方がめいりょうね。,,,2,"clear, plain, distinct, obvious, evident, articulate"
一目瞭然,いちもくりょうぜん,焼き過ぎね！　硬くなって 肉　本来のうま味が台無しよ！ 何～　食いもしねえで！ いちもくりょうぜんでしょ！ クソっ。,,,2,"apparent, obvious, very clear"
風呂,ふろ,父は今おふろに入っています。,,,2,"bath, bathing"
語呂,ごろ,でもｶｲｻﾞｰ･ﾗｲﾝﾊﾙﾄはﾉｲｴ･ｻﾝｽｰｼｰの住人ではありません ごろがよきゃいいさ,,,2,"sound (of a sentence), euphony"
呂律,ろれつ,「ろれつが回ってないぞ。それにこれ以上、速度を上げれば君の身体が――」,,,2,articulation
賄賂,わいろ,「でも、襲撃現場を調べたら、その候補が　 わいろを受け取っていることが発覚して、　襲撃者を義賊と呼ぶ人もいるわね」,,,2,"bribe, sweetener, douceur"
弄る,いじる,ほら それも！ 照れたりすると 前髪をいじる癖,,,2,"to finger, to touch, to play with, to fiddle with, to toy with,  to make changes to"
翻弄,ほんろう,シャーリーは 最後までギアスにほんろうされて シャーリーはギアスに殺されたんだ,,,2,"trifling with, toying with, playing with, making sport of"
愚弄,ぐろう,こやつは狂っている 殿下の御料車を偽装しぐろうした罪 あがなうがいい！,,,2,"mockery, derision, ridicule"
麓,ふもと,あららあ このままじゃ ふもとまで 行っちゃうよ,,,2,"foot (of a mountain or hill), bottom, base"
山麓,さんろく,「単なる天災です。　沿岸の村を襲う大津波です。　 さんろくの村を襲う大噴火です。　生き残りなど許される筈がない」,,,2,"foot of a mountain, base of a mountain"
脇,わき,「財布をプールのわきに落としちゃって」,,,2,"armpit, under one's arm, side, flank"
丼,どんぶり,彼はご飯をどんぶりで食べたよ。,,,2,"porcelain bowl donburi, bowl of meat, fish, etc. served over rice"
牛丼,ぎゅうどん,『改めてすごい！　　フウリ選手、コマンドのぎゅうどんも、一気です！』,,,2,rice covered with beef and vegetables
傲慢,ごうまん,ご自分が神と同列とでも ごうまんですね,,,2,"haughty, arrogant, insolent, proud, overbearing"
傲岸不遜,ごうがんふそん,ごうがんふそんなる悪人の心 その誇りの在りかを奪い 驕慢という宝石を 屈辱という土くれに すり替える これが盗賊たる私の真骨頂,,,2,arrogance
悪鬼羅刹,あっきらせつ,千石撫子を怪異の世界に引っ張り込んだのはあなたなのよ そう思えば あなたのようなあっきらせつでも少しは責任を感じない？,,,2,man-eating fiend
哺乳瓶,ほにゅうびん,一応 リビングの机にほにゅうびんの温め方とか書いてあるから おう 分かった,,,2,baby bottle
隠喩,いんゆ,"で、それにたいしていんゆっていうのは ""~のようだ"" とか  ""~のごとし""って表現使わないんです",,,2,metaphor
比喩,ひゆ,「そ、そうなの？　んじゃ文学的なひゆ？」,,,2,"simile, metaphor, allegory, parable"
嗅ぐ,かぐ,「ふん……この土地に漂う腐臭をかいだときに、既に分かっておったよ」,,,2,"to sniff, to smell"
嗅覚,きゅうかく,奴らのきゅうかくをナメちゃ一発で命取りだぜ。 タバコの残り香で追跡するのも朝飯前。,,,2,"sense of smell, olfaction"
嘲る,あざける,「いや、あざけってはおらぬ。　その目暗な闘志は光の忌避せざるところ」,,,2,"to scoff, to laugh at, to make fun of, to ridicule, to jeer at"
嘲笑,ちょうしょう,ここで ヤン･ウェンリーを恐れて 逃げたとなれば 私に敗れて死んだ者たちが何が宇宙の覇者かと ヴァルハラや地獄で私をちょうしょうすることになるだろう,,,2,"scorn, sneer"
毀損,きそん,「とんだ詭弁だ！　湊斗さん、あなたの言うことには何の筋も通っていない！　名誉きそんです！」,,,2,"damage, injury, defamation, harm"
語彙,ごい,この子は 4才にしてはごいが豊富だ,,,2,"vocabulary, lexicon, lexis, terminology"
恣意,しい,でも だからこそ それ以外の場合には民主国家の軍人として行動しなくてはならないときには 政府の命令には従うべきだと思います でなければ 例え人道のために立ったとしても しいによるものだと そしられるでしょう,,,2,arbitrariness
恣,ほしいまま,軍務尚書の人となりは卿も知っていよう ひとたびその女を手に入れた以上 どのような供述をさせるも 軍務尚書のほしいままではないか,,,2,"selfish, self-indulgent, arbitrary"
危惧,きぐ,強いて理由を挙げるならお前が いつか 悪魔のパーツを集めきったとき お前自身が本物の悪魔になってしまうんじゃないかときぐするからなのかな,,,2,"apprehensions, misgivings, uneasiness, anxiety, fear"
戦慄,せんりつ,斧乃木ちゃんが この場を去ったことで生まれた 更なる状況というやつに せんりつ！,,,2,"shudder, shiver, trembling with fear"
慄然,りつぜん,士官たちはりつぜんとした。,,,2,"terrified, horrified"
拉致,らち,我が軍の命令によって貴様をらちする ジョセフ・ジョースタ,,,2,"taking captive, carrying away, kidnapping, kidnaping, abduction"
真摯,しんし,ここって そういうシーンなの？ 阿良々木君が私のしんしさに心を打たれて渋々ながらも沈黙を約束してくれるシーンじゃないの？,,,2,"sincere, earnest, serious"
楷書,かいしょ,履歴書はかいしょで書いてください,,,2,"printed style (of writing Chinese characters), square style, block style"
憂鬱,ゆううつ,朝は いつもゆううつなのです もっと具体的に言うと通学路はいつもゆううつなのです ゆううつでない通学路などありません,,,2,"depression, melancholy, dejection, gloom, despondency"
鬱屈,うっくつ,《当たり前よ！　ここ数日間の鮒鮨扱いで溜まりに溜まったこのうっくつ、いま晴らさないでいつ晴らすかってぇの！》,,,2,gloomy
完璧,かんぺき,無理　無理 かんぺきに下顎にヒットさせたから,,,2,"perfect, complete, flawless"
双璧,そうへき,ジークフリード ･ キルヒアイス 亡き後 ラインハルト旗下の提督たちの中で そうへきと称されるようになったのはウォルフガング ･ ミッターマイヤーとオスカー ･ フォン ･ ロイエンタールである,,,2,"(two) matchless things, (two) matchless people,  pair of bright jewels"
便箋,びんせん,いいや だが彼はここを離れると言った あれだけ雄弁な男が たった一言 公用びんせんに残して,,,2,"writing paper, stationery"
籠,かご,「……箱……？　といいますか……あれは、かご？」「……かごでしょうか」,,,2,"basket (shopping, etc.), hamper, cage"
籠城,ろうじょう,予想通り ろうじょう作戦に入ったようです。,,,2,"holding a castle (during a siege), holing up,  confinement"
冬籠り,ふゆごもり,ふゆごもりから目覚めた時に出会う 春という名の新しい未来ー…,,,2,"hibernation, staying indoors during winter"
緻密,ちみつ,実に２日間にも渡る退却戦を展開したユリアンのちみつさと精神的なタフさは ヤン･ウェンリーのまな弟子の名に恥じぬものであった,,,2,"minute, fine, delicate, accurate, precise, elaborate"
精緻,せいち,《荒々しい野性の美と、せいちを極める技巧の美……どちらがより美しいのか。　答えを教えて頂戴！》,,,2,"delicate, minute, subtle"
羞恥,しゅうち,「大体、どうして高島さんはそんなに由岐に対してあけっぴろげなのよ。 女の子同士でもしゅうちしんとかそういうのってあるものでしょ？」,,,2,"shyness, bashfulness, shame"
訃報,ふほう,ああ 私はね 彼のふほうを知った時 古くからの友人を亡くしたようなそんな気持ちにさせられた,,,2,"news of someone's death, obituary"
俳諧,はいかい,抱一は兄の影響を受け、はいかい師である馬場存義に入門。,,,2,"haikai, collective name for haiku, haibun, haiga, senryū, etc."
貪る,むさぼる,むさぼるように唇を重ね合い舌を絡め吸付きなめ回していたぞ！,,,2,"to covet, to crave, to lust insatiably for,  to indulge in"
貪欲,どんよく,そんな米ですら 体はどんよくに吸収していた,,,2,"avarice, greed, covetousness,  raga (desire)"
失踪,しっそう,「どういう事？　もしかしてしっそうした人達も私と同じ体験を？」,,,2,"disappearance, running away, going missing, absconding,"
辛辣,しんらつ,フッ なかなかしんらつ な意見表明だな,,,2,"bitter (e.g. criticism), sharp, biting, severe, scathing"
辣腕,らつわん,しかし、君はらつわんを振るうエドマンド辺境伯の一人娘なのだろう?,,,2,"shrewdness, sharpness, astuteness, acumen, tact"
禁錮,きんこ,今回の命令違反に対し 勤務 食事 衛生上やむをえぬ場合を除き 10日間の自室きんこを命じます,,,2,"imprisonment (without forced labour), incarceration, confinement"
瓦解,がかい,つまり彼を失えば 新日本政府はがかい,,,2,"collapse, downfall,"
曽祖父,そうそふ,長寿を保ち そうそふをしのぐ97歳まで生きたが彼が死去した時 世はジギスムント２世から ｵﾄﾌﾘｰﾄ２世を経て ｵｯﾄｰ･ﾊｲﾝﾂ１世の時代であり 70年以上も前に帝位に就き損ねた 老人の名を記憶する者は宮廷内にはもはや存在しなかったという,,,2 (常用 Variant),"great-grandfather, great-granddad, great-grandad,"
未曽有,みぞう,このみぞうのチャンスを 最大限に生かすんだ！,,,2 (常用 Variant),"unprecedented, unheard-of, record-breaking"
